Date,State,Bioenergy,Clean,Coal,Fossil,Gas,Gas and Other Fossil,Hydro,"Hydro, Bioenergy and Other Renewables",Nuclear,Other Fossil,Other Renewables,Renewables,Solar,Wind,Wind and Solar
2019-01-03,Andaman and Nicobar,0.0,16.98,0.0,40.05,0.0,40.05,5.25,5.25,0.0,40.05,0.0,16.98,11.73,0.0,11.73
2019-01-03,Andhra Pradesh,500.34,9448.58,11590.0,16507.2,4880.4,4917.2,1772.11,2272.45,0.0,36.8,0.0,9448.58,3085.68,4090.45,7176.13
2019-01-03,Arunachal Pradesh,0.0,651.49,0.0,0.0,0.0,0.0,646.1,646.1,0.0,0.0,0.0,651.49,5.39,0.0,5.39
2019-01-03,Assam,2.0,358.51,750.0,1369.2,619.2,619.2,334.11,336.11,0.0,0.0,0.0,358.51,22.4,0.0,22.4
2019-01-03,Bihar,121.2,334.35,5730.0,5730.0,0.0,0.0,70.7,191.9,0.0,0.0,0.0,334.35,142.45,0.0,142.45
2019-01-03,Chandigarh,0.0,34.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.71,34.71,0.0,34.71
2019-01-03,Chhattisgarh,230.5,657.85,23328.0,23328.0,0.0,0.0,196.0,426.5,0.0,0.0,0.0,657.85,231.35,0.0,231.35
2019-01-03,Dadra and Nagar Haveli and Daman and Diu,0.0,19.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.93,19.93,0.0,19.93
2019-01-03,Delhi,52.0,178.89,135.0,2343.4,2208.4,2208.4,0.0,52.0,0.0,0.0,0.0,178.89,126.89,0.0,126.89
2019-01-03,Goa,0.34,4.31,0.0,48.0,48.0,48.0,0.05,0.39,0.0,0.0,0.0,4.31,3.92,0.0,3.92
2019-01-03,Gujarat,77.3,11081.8,15492.0,23043.41,7551.41,7551.41,2051.3,2128.6,440.0,0.0,0.0,10641.8,2440.13,6073.07,8513.2
2019-01-03,Haryana,205.66,503.68,5540.0,5971.59,431.59,431.59,73.5,279.16,0.0,0.0,0.0,503.68,224.52,0.0,224.52
2019-01-03,Himachal Pradesh,7.2,10589.51,0.0,0.0,0.0,0.0,10559.63,10566.83,0.0,0.0,0.0,10589.51,22.68,0.0,22.68
2019-01-03,India Total,9918.95,130399.8,201135.7,226656.05,24882.71,25520.34,49849.17,59768.12,6780.0,637.63,0.0,123619.8,28225.72,35625.96,63851.68
2019-01-03,Jammu and Kashmir,0.0,3642.86,0.0,175.0,175.0,175.0,3628.03,3628.03,0.0,0.0,0.0,3642.86,14.83,0.0,14.83
2019-01-03,Jharkhand,4.3,173.3,4733.2,4733.2,0.0,0.0,134.05,138.35,0.0,0.0,0.0,173.3,34.95,0.0,34.95
2019-01-03,Karnataka,1799.8,18369.19,9480.0,9633.12,0.0,153.12,4898.93,6698.73,880.0,153.12,0.0,17489.19,6095.56,4694.9,10790.46
2019-01-03,Kerala,0.72,2270.33,0.0,693.54,533.58,693.54,2078.52,2079.24,0.0,159.96,0.0,2270.33,138.59,52.5,191.09
2019-01-03,Lakshadweep,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.75
2019-01-03,Madhya Pradesh,120.75,6971.71,19785.0,19785.0,0.0,0.0,2490.91,2611.66,0.0,0.0,0.0,6971.71,1840.16,2519.89,4360.05
2019-01-03,Maharashtra,2528.69,13618.93,25886.0,29093.08,3207.08,3207.08,3262.57,5791.26,1400.0,0.0,0.0,12218.93,1633.54,4794.13,6427.67
2019-01-03,Manipur,0.0,113.89,0.0,36.0,0.0,36.0,110.45,110.45,0.0,36.0,0.0,113.89,3.44,0.0,3.44
2019-01-03,Meghalaya,13.8,418.45,0.0,0.0,0.0,0.0,404.53,418.33,0.0,0.0,0.0,418.45,0.12,0.0,0.12
2019-01-03,Mizoram,0.0,96.97,0.0,0.0,0.0,0.0,96.47,96.47,0.0,0.0,0.0,96.97,0.5,0.0,0.5
2019-01-03,Nagaland,0.0,106.67,0.0,0.0,0.0,0.0,105.67,105.67,0.0,0.0,0.0,106.67,1.0,0.0,1.0
2019-01-03,Odisha,59.22,2660.83,7680.0,7680.0,0.0,0.0,2206.88,2266.1,0.0,0.0,0.0,2660.83,394.73,0.0,394.73
2019-01-03,Others,0.0,49.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.31,45.01,4.3,49.31
2019-01-03,Puducherry,0.0,3.14,0.0,32.5,32.5,32.5,0.0,0.0,0.0,0.0,0.0,3.14,3.14,0.0,3.14
2019-01-03,Punjab,326.35,2611.82,5680.0,5680.0,0.0,0.0,1379.85,1706.2,0.0,0.0,0.0,2611.82,905.62,0.0,905.62
2019-01-03,Rajasthan,121.3,9262.66,9160.0,10183.13,1023.13,1023.13,434.85,556.15,1180.0,0.0,0.0,8082.66,3226.79,4299.72,7526.51
2019-01-03,Sikkim,0.0,2221.12,0.0,0.0,0.0,0.0,2221.11,2221.11,0.0,0.0,0.0,2221.12,0.01,0.0,0.01
2019-01-03,Tamil Nadu,1003.95,17289.33,12660.0,13888.88,1017.18,1228.88,2301.25,3305.2,2440.0,211.7,0.0,14849.33,2575.22,8968.91,11544.13
2019-01-03,Telangana,177.6,6394.26,7482.5,7482.5,0.0,0.0,2496.47,2674.07,0.0,0.0,0.0,6394.26,3592.09,128.1,3720.19
2019-01-03,Tripura,0.0,21.1,0.0,1132.1,1132.1,1132.1,16.01,16.01,0.0,0.0,0.0,21.1,5.09,0.0,5.09
2019-01-03,Uttar Pradesh,2115.51,4042.31,21749.0,23242.14,1493.14,1493.14,526.7,2642.21,440.0,0.0,0.0,3602.31,960.1,0.0,960.1
2019-01-03,Uttarakhand,130.5,4407.92,0.0,450.0,450.0,450.0,3970.67,4101.17,0.0,0.0,0.0,4407.92,306.75,0.0,306.75
2019-01-03,West Bengal,319.92,1772.37,14275.0,14355.0,80.0,80.0,1376.5,1696.42,0.0,0.0,0.0,1772.37,75.95,0.0,75.95
2019-01-04,Andaman and Nicobar,0.0,16.98,0.0,40.05,0.0,40.05,5.25,5.25,0.0,40.05,0.0,16.98,11.73,0.0,11.73
2019-01-04,Andhra Pradesh,500.34,9454.17,11590.0,16507.2,4880.4,4917.2,1772.11,2272.45,0.0,36.8,0.0,9454.17,3089.27,4092.45,7181.72
2019-01-04,Arunachal Pradesh,0.0,651.49,0.0,0.0,0.0,0.0,646.1,646.1,0.0,0.0,0.0,651.49,5.39,0.0,5.39
2019-01-04,Assam,2.0,408.51,750.0,1369.2,619.2,619.2,384.11,386.11,0.0,0.0,0.0,408.51,22.4,0.0,22.4
2019-01-04,Bihar,121.2,334.35,5730.0,5730.0,0.0,0.0,70.7,191.9,0.0,0.0,0.0,334.35,142.45,0.0,142.45
2019-01-04,Chandigarh,0.0,34.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.71,34.71,0.0,34.71
2019-01-04,Chhattisgarh,230.5,657.85,23328.0,23328.0,0.0,0.0,196.0,426.5,0.0,0.0,0.0,657.85,231.35,0.0,231.35
2019-01-04,Dadra and Nagar Haveli and Daman and Diu,0.0,19.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.93,19.93,0.0,19.93
2019-01-04,Delhi,52.0,178.89,135.0,2343.4,2208.4,2208.4,0.0,52.0,0.0,0.0,0.0,178.89,126.89,0.0,126.89
2019-01-04,Goa,0.34,4.31,0.0,48.0,48.0,48.0,0.05,0.39,0.0,0.0,0.0,4.31,3.92,0.0,3.92
2019-01-04,Gujarat,77.3,11165.12,15492.0,23043.41,7551.41,7551.41,2051.3,2128.6,440.0,0.0,0.0,10725.12,2493.85,6102.67,8596.52
2019-01-04,Haryana,205.66,503.68,5540.0,5971.59,431.59,431.59,73.5,279.16,0.0,0.0,0.0,503.68,224.52,0.0,224.52
2019-01-04,Himachal Pradesh,7.2,10699.51,0.0,0.0,0.0,0.0,10669.63,10676.83,0.0,0.0,0.0,10699.51,22.68,0.0,22.68
2019-01-04,India Total,9946.95,131117.22,200835.7,226356.05,24882.71,25520.34,49850.17,59797.12,6780.0,637.63,0.0,124337.22,28724.22,35815.88,64540.1
2019-01-04,Jammu and Kashmir,0.0,3643.86,0.0,175.0,175.0,175.0,3629.03,3629.03,0.0,0.0,0.0,3643.86,14.83,0.0,14.83
2019-01-04,Jharkhand,4.3,174.82,4733.2,4733.2,0.0,0.0,134.05,138.35,0.0,0.0,0.0,174.82,36.47,0.0,36.47
2019-01-04,Karnataka,1827.8,18430.48,9480.0,9633.12,0.0,153.12,4898.93,6726.73,880.0,153.12,0.0,17550.48,6128.85,4694.9,10823.75
2019-01-04,Kerala,0.72,2270.33,0.0,693.54,533.58,693.54,2078.52,2079.24,0.0,159.96,0.0,2270.33,138.59,52.5,191.09
2019-01-04,Lakshadweep,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.75
2019-01-04,Madhya Pradesh,120.75,6911.71,19785.0,19785.0,0.0,0.0,2330.91,2451.66,0.0,0.0,0.0,6911.71,1940.16,2519.89,4460.05
2019-01-04,Maharashtra,2528.69,13778.93,25886.0,29093.08,3207.08,3207.08,3422.57,5951.26,1400.0,0.0,0.0,12378.93,1633.54,4794.13,6427.67
2019-01-04,Manipur,0.0,113.89,0.0,36.0,0.0,36.0,110.45,110.45,0.0,36.0,0.0,113.89,3.44,0.0,3.44
2019-01-04,Meghalaya,13.8,368.45,0.0,0.0,0.0,0.0,354.53,368.33,0.0,0.0,0.0,368.45,0.12,0.0,0.12
2019-01-04,Mizoram,0.0,96.97,0.0,0.0,0.0,0.0,96.47,96.47,0.0,0.0,0.0,96.97,0.5,0.0,0.5
2019-01-04,Nagaland,0.0,106.67,0.0,0.0,0.0,0.0,105.67,105.67,0.0,0.0,0.0,106.67,1.0,0.0,1.0
2019-01-04,Odisha,59.22,2660.83,7680.0,7680.0,0.0,0.0,2206.88,2266.1,0.0,0.0,0.0,2660.83,394.73,0.0,394.73
2019-01-04,Others,0.0,49.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.31,45.01,4.3,49.31
2019-01-04,Puducherry,0.0,3.14,0.0,32.5,32.5,32.5,0.0,0.0,0.0,0.0,0.0,3.14,3.14,0.0,3.14
2019-01-04,Punjab,326.35,2501.82,5680.0,5680.0,0.0,0.0,1269.85,1596.2,0.0,0.0,0.0,2501.82,905.62,0.0,905.62
2019-01-04,Rajasthan,121.3,9474.07,9160.0,10183.13,1023.13,1023.13,434.85,556.15,1180.0,0.0,0.0,8294.07,3438.2,4299.72,7737.92
2019-01-04,Sikkim,0.0,2221.12,0.0,0.0,0.0,0.0,2221.11,2221.11,0.0,0.0,0.0,2221.12,0.01,0.0,0.01
2019-01-04,Tamil Nadu,1003.95,17535.9,12660.0,13888.88,1017.18,1228.88,2301.25,3305.2,2440.0,211.7,0.0,15095.9,2663.48,9127.22,11790.7
2019-01-04,Telangana,177.6,6400.97,7182.5,7182.5,0.0,0.0,2496.47,2674.07,0.0,0.0,0.0,6400.97,3598.8,128.1,3726.9
2019-01-04,Tripura,0.0,21.1,0.0,1132.1,1132.1,1132.1,16.01,16.01,0.0,0.0,0.0,21.1,5.09,0.0,5.09
2019-01-04,Uttar Pradesh,2115.51,4042.31,21749.0,23242.14,1493.14,1493.14,526.7,2642.21,440.0,0.0,0.0,3602.31,960.1,0.0,960.1
2019-01-04,Uttarakhand,130.5,4407.92,0.0,450.0,450.0,450.0,3970.67,4101.17,0.0,0.0,0.0,4407.92,306.75,0.0,306.75
2019-01-04,West Bengal,319.92,1772.37,14275.0,14355.0,80.0,80.0,1376.5,1696.42,0.0,0.0,0.0,1772.37,75.95,0.0,75.95
2019-01-05,Andaman and Nicobar,0.0,16.98,0.0,40.05,0.0,40.05,5.25,5.25,0.0,40.05,0.0,16.98,11.73,0.0,11.73
2019-01-05,Andhra Pradesh,500.34,9655.66,11590.0,16507.2,4880.4,4917.2,1772.11,2272.45,0.0,36.8,0.0,9655.66,3290.76,4092.45,7383.21
2019-01-05,Arunachal Pradesh,0.0,651.49,0.0,0.0,0.0,0.0,646.1,646.1,0.0,0.0,0.0,651.49,5.39,0.0,5.39
2019-01-05,Assam,2.0,412.98,750.0,1369.2,619.2,619.2,384.11,386.11,0.0,0.0,0.0,412.98,26.87,0.0,26.87
2019-01-05,Bihar,121.2,336.85,5730.0,5730.0,0.0,0.0,70.7,191.9,0.0,0.0,0.0,336.85,144.95,0.0,144.95
2019-01-05,Chandigarh,0.0,34.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.71,34.71,0.0,34.71
2019-01-05,Chhattisgarh,230.5,657.85,23328.0,23328.0,0.0,0.0,196.0,426.5,0.0,0.0,0.0,657.85,231.35,0.0,231.35
2019-01-05,Dadra and Nagar Haveli and Daman and Diu,0.0,20.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.87,20.87,0.0,20.87
2019-01-05,Delhi,52.0,184.15,135.0,2343.4,2208.4,2208.4,0.0,52.0,0.0,0.0,0.0,184.15,132.15,0.0,132.15
2019-01-05,Goa,0.34,5.17,0.0,48.0,48.0,48.0,0.05,0.39,0.0,0.0,0.0,5.17,4.78,0.0,4.78
2019-01-05,Gujarat,77.3,11423.21,15492.0,23043.41,7551.41,7551.41,2051.3,2128.6,440.0,0.0,0.0,10983.21,2564.14,6290.47,8854.61
2019-01-05,Haryana,205.66,511.32,5540.0,5971.59,431.59,431.59,73.5,279.16,0.0,0.0,0.0,511.32,232.16,0.0,232.16
2019-01-05,Himachal Pradesh,7.2,10710.45,0.0,0.0,0.0,0.0,10679.23,10686.43,0.0,0.0,0.0,10710.45,24.02,0.0,24.02
2019-01-05,India Total,9946.95,132130.09,200835.7,226356.05,24882.71,25520.34,49859.77,59806.72,6780.0,637.63,0.0,125350.1,29454.26,36089.12,65543.38
2019-01-05,Jammu and Kashmir,0.0,3644.15,0.0,175.0,175.0,175.0,3629.03,3629.03,0.0,0.0,0.0,3644.15,15.12,0.0,15.12
2019-01-05,Jharkhand,4.3,174.82,4733.2,4733.2,0.0,0.0,134.05,138.35,0.0,0.0,0.0,174.82,36.47,0.0,36.47
2019-01-05,Karnataka,1827.8,18456.34,9480.0,9633.12,0.0,153.12,4898.93,6726.73,880.0,153.12,0.0,17576.34,6134.91,4714.7,10849.61
2019-01-05,Kerala,0.72,2272.07,0.0,693.54,533.58,693.54,2078.52,2079.24,0.0,159.96,0.0,2272.07,140.33,52.5,192.83
2019-01-05,Lakshadweep,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.75
2019-01-05,Madhya Pradesh,120.75,6963.8,19785.0,19785.0,0.0,0.0,2330.91,2451.66,0.0,0.0,0.0,6963.8,1992.25,2519.89,4512.14
2019-01-05,Maharashtra,2528.69,13784.54,25886.0,29093.08,3207.08,3207.08,3422.57,5951.26,1400.0,0.0,0.0,12384.54,1639.15,4794.13,6433.28
2019-01-05,Manipur,0.0,113.92,0.0,36.0,0.0,36.0,110.45,110.45,0.0,36.0,0.0,113.92,3.47,0.0,3.47
2019-01-05,Meghalaya,13.8,368.45,0.0,0.0,0.0,0.0,354.53,368.33,0.0,0.0,0.0,368.45,0.12,0.0,0.12
2019-01-05,Mizoram,0.0,96.98,0.0,0.0,0.0,0.0,96.47,96.47,0.0,0.0,0.0,96.98,0.51,0.0,0.51
2019-01-05,Nagaland,0.0,106.67,0.0,0.0,0.0,0.0,105.67,105.67,0.0,0.0,0.0,106.67,1.0,0.0,1.0
2019-01-05,Odisha,59.22,2662.99,7680.0,7680.0,0.0,0.0,2206.88,2266.1,0.0,0.0,0.0,2662.99,396.89,0.0,396.89
2019-01-05,Others,0.0,49.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.31,45.01,4.3,49.31
2019-01-05,Puducherry,0.0,3.14,0.0,32.5,32.5,32.5,0.0,0.0,0.0,0.0,0.0,3.14,3.14,0.0,3.14
2019-01-05,Punjab,326.35,2501.82,5680.0,5680.0,0.0,0.0,1269.85,1596.2,0.0,0.0,0.0,2501.82,905.62,0.0,905.62
2019-01-05,Rajasthan,121.3,9586.87,9160.0,10183.13,1023.13,1023.13,434.85,556.15,1180.0,0.0,0.0,8406.87,3551.0,4299.72,7850.72
2019-01-05,Sikkim,0.0,2221.12,0.0,0.0,0.0,0.0,2221.11,2221.11,0.0,0.0,0.0,2221.12,0.01,0.0,0.01
2019-01-05,Tamil Nadu,1003.95,17750.11,12660.0,13888.88,1017.18,1228.88,2301.25,3305.2,2440.0,211.7,0.0,15310.11,2812.05,9192.86,12004.91
2019-01-05,Telangana,177.6,6400.97,7182.5,7182.5,0.0,0.0,2496.47,2674.07,0.0,0.0,0.0,6400.97,3598.8,128.1,3726.9
2019-01-05,Tripura,0.0,25.42,0.0,1132.1,1132.1,1132.1,16.01,16.01,0.0,0.0,0.0,25.42,9.41,0.0,9.41
2019-01-05,Uttar Pradesh,2115.51,4127.31,21749.0,23242.14,1493.14,1493.14,526.7,2642.21,440.0,0.0,0.0,3687.31,1045.1,0.0,1045.1
2019-01-05,Uttarakhand,130.5,4411.01,0.0,450.0,450.0,450.0,3970.67,4101.17,0.0,0.0,0.0,4411.01,309.84,0.0,309.84
2019-01-05,West Bengal,319.92,1785.85,14275.0,14355.0,80.0,80.0,1376.5,1696.42,0.0,0.0,0.0,1785.85,89.43,0.0,89.43
2019-01-06,Andaman and Nicobar,0.0,16.98,0.0,40.05,0.0,40.05,5.25,5.25,0.0,40.05,0.0,16.98,11.73,0.0,11.73
2019-01-06,Andhra Pradesh,500.34,9672.19,11590.0,16507.2,4880.4,4917.2,1772.11,2272.45,0.0,36.8,0.0,9672.19,3307.29,4092.45,7399.74
2019-01-06,Arunachal Pradesh,0.0,651.49,0.0,0.0,0.0,0.0,646.1,646.1,0.0,0.0,0.0,651.49,5.39,0.0,5.39
2019-01-06,Assam,2.0,415.45,750.0,1369.2,619.2,619.2,384.11,386.11,0.0,0.0,0.0,415.45,29.34,0.0,29.34
2019-01-06,Bihar,121.2,337.72,5730.0,5730.0,0.0,0.0,70.7,191.9,0.0,0.0,0.0,337.72,145.82,0.0,145.82
2019-01-06,Chandigarh,0.0,34.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.71,34.71,0.0,34.71
2019-01-06,Chhattisgarh,230.5,657.85,23328.0,23328.0,0.0,0.0,196.0,426.5,0.0,0.0,0.0,657.85,231.35,0.0,231.35
2019-01-06,Dadra and Nagar Haveli and Daman and Diu,0.0,20.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.91,20.91,0.0,20.91
2019-01-06,Delhi,52.0,184.15,135.0,2343.4,2208.4,2208.4,0.0,52.0,0.0,0.0,0.0,184.15,132.15,0.0,132.15
2019-01-06,Goa,0.34,5.17,0.0,48.0,48.0,48.0,0.05,0.39,0.0,0.0,0.0,5.17,4.78,0.0,4.78
2019-01-06,Gujarat,77.3,11754.93,15492.0,23043.41,7551.41,7551.41,2052.35,2129.65,440.0,0.0,0.0,11314.93,2622.21,6563.07,9185.28
2019-01-06,Haryana,205.66,519.43,5540.0,5971.59,431.59,431.59,73.5,279.16,0.0,0.0,0.0,519.43,240.27,0.0,240.27
2019-01-06,Himachal Pradesh,7.2,10711.86,0.0,0.0,0.0,0.0,10679.23,10686.43,0.0,0.0,0.0,10711.86,25.43,0.0,25.43
2019-01-06,India Total,9946.95,132550.56,200880.7,226401.05,24882.71,25520.34,49860.82,59807.77,6780.0,637.63,0.0,125770.56,29594.32,36368.47,65962.79
2019-01-06,Jammu and Kashmir,0.0,3645.4,0.0,175.0,175.0,175.0,3629.03,3629.03,0.0,0.0,0.0,3645.4,16.37,0.0,16.37
2019-01-06,Jharkhand,4.3,174.82,4733.2,4733.2,0.0,0.0,134.05,138.35,0.0,0.0,0.0,174.82,36.47,0.0,36.47
2019-01-06,Karnataka,1827.8,18467.14,9480.0,9633.12,0.0,153.12,4898.93,6726.73,880.0,153.12,0.0,17587.14,6145.71,4714.7,10860.41
2019-01-06,Kerala,0.72,2272.97,0.0,693.54,533.58,693.54,2078.52,2079.24,0.0,159.96,0.0,2272.97,141.23,52.5,193.73
2019-01-06,Lakshadweep,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.75
2019-01-06,Madhya Pradesh,120.75,6967.42,19830.0,19830.0,0.0,0.0,2330.91,2451.66,0.0,0.0,0.0,6967.42,1995.87,2519.89,4515.76
2019-01-06,Maharashtra,2528.69,13789.24,25886.0,29093.08,3207.08,3207.08,3422.57,5951.26,1400.0,0.0,0.0,12389.24,1643.85,4794.13,6437.98
2019-01-06,Manipur,0.0,114.09,0.0,36.0,0.0,36.0,110.45,110.45,0.0,36.0,0.0,114.09,3.64,0.0,3.64
2019-01-06,Meghalaya,13.8,368.45,0.0,0.0,0.0,0.0,354.53,368.33,0.0,0.0,0.0,368.45,0.12,0.0,0.12
2019-01-06,Mizoram,0.0,97.13,0.0,0.0,0.0,0.0,96.47,96.47,0.0,0.0,0.0,97.13,0.66,0.0,0.66
2019-01-06,Nagaland,0.0,106.67,0.0,0.0,0.0,0.0,105.67,105.67,0.0,0.0,0.0,106.67,1.0,0.0,1.0
2019-01-06,Odisha,59.22,2663.18,7680.0,7680.0,0.0,0.0,2206.88,2266.1,0.0,0.0,0.0,2663.18,397.08,0.0,397.08
2019-01-06,Others,0.0,49.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.31,45.01,4.3,49.31
2019-01-06,Puducherry,0.0,3.2,0.0,32.5,32.5,32.5,0.0,0.0,0.0,0.0,0.0,3.2,3.2,0.0,3.2
2019-01-06,Punjab,326.35,2501.82,5680.0,5680.0,0.0,0.0,1269.85,1596.2,0.0,0.0,0.0,2501.82,905.62,0.0,905.62
2019-01-06,Rajasthan,121.3,9588.67,9160.0,10183.13,1023.13,1023.13,434.85,556.15,1180.0,0.0,0.0,8408.67,3552.8,4299.72,7852.52
2019-01-06,Sikkim,0.0,2221.12,0.0,0.0,0.0,0.0,2221.11,2221.11,0.0,0.0,0.0,2221.12,0.01,0.0,0.01
2019-01-06,Tamil Nadu,1003.95,17759.8,12660.0,13888.88,1017.18,1228.88,2301.25,3305.2,2440.0,211.7,0.0,15319.8,2814.99,9199.61,12014.6
2019-01-06,Telangana,177.6,6422.92,7182.5,7182.5,0.0,0.0,2496.47,2674.07,0.0,0.0,0.0,6422.92,3620.75,128.1,3748.85
2019-01-06,Tripura,0.0,25.42,0.0,1132.1,1132.1,1132.1,16.01,16.01,0.0,0.0,0.0,25.42,9.41,0.0,9.41
2019-01-06,Uttar Pradesh,2115.51,4127.31,21749.0,23242.14,1493.14,1493.14,526.7,2642.21,440.0,0.0,0.0,3687.31,1045.1,0.0,1045.1
2019-01-06,Uttarakhand,130.5,4413.83,0.0,450.0,450.0,450.0,3970.67,4101.17,0.0,0.0,0.0,4413.83,312.66,0.0,312.66
2019-01-06,West Bengal,319.92,1787.06,14275.0,14355.0,80.0,80.0,1376.5,1696.42,0.0,0.0,0.0,1787.06,90.64,0.0,90.64
2019-01-07,Andaman and Nicobar,0.0,16.98,0.0,40.05,0.0,40.05,5.25,5.25,0.0,40.05,0.0,16.98,11.73,0.0,11.73
2019-01-07,Andhra Pradesh,500.34,9673.58,11590.0,16507.2,4880.4,4917.2,1772.11,2272.45,0.0,36.8,0.0,9673.58,3308.68,4092.45,7401.13
2019-01-07,Arunachal Pradesh,0.0,651.7,0.0,0.0,0.0,0.0,646.1,646.1,0.0,0.0,0.0,651.7,5.6,0.0,5.6
2019-01-07,Assam,2.0,427.18,750.0,1369.21,619.21,619.21,384.11,386.11,0.0,0.0,0.0,427.18,41.07,0.0,41.07
2019-01-07,Bihar,121.2,337.75,6390.0,6390.0,0.0,0.0,70.7,191.9,0.0,0.0,0.0,337.75,145.85,0.0,145.85
2019-01-07,Chandigarh,0.0,36.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.57,36.57,0.0,36.57
2019-01-07,Chhattisgarh,230.5,657.85,23328.0,23328.0,0.0,0.0,196.0,426.5,0.0,0.0,0.0,657.85,231.35,0.0,231.35
2019-01-07,Dadra and Nagar Haveli and Daman and Diu,0.0,20.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.91,20.91,0.0,20.91
2019-01-07,Delhi,52.0,184.15,135.0,2343.4,2208.4,2208.4,0.0,52.0,0.0,0.0,0.0,184.15,132.15,0.0,132.15
2019-01-07,Goa,0.34,5.17,0.0,48.0,48.0,48.0,0.05,0.39,0.0,0.0,0.0,5.17,4.78,0.0,4.78
2019-01-07,Gujarat,77.3,12078.14,15492.0,23043.41,7551.41,7551.41,2052.35,2129.65,440.0,0.0,0.0,11638.14,2647.72,6860.77,9508.49
2019-01-07,Haryana,205.66,521.21,5540.0,5971.59,431.59,431.59,73.5,279.16,0.0,0.0,0.0,521.21,242.05,0.0,242.05
2019-01-07,Himachal Pradesh,7.2,10713.31,0.0,0.0,0.0,0.0,10679.23,10686.43,0.0,0.0,0.0,10713.31,26.88,0.0,26.88
2019-01-07,India Total,9946.95,133534.19,202057.5,227577.84,24882.72,25520.35,50004.02,59950.97,6780.0,637.63,0.0,126754.18,30116.39,36686.82,66803.21
2019-01-07,Jammu and Kashmir,0.0,3647.79,0.0,175.0,175.0,175.0,3629.03,3629.03,0.0,0.0,0.0,3647.79,18.76,0.0,18.76
2019-01-07,Jharkhand,4.3,256.55,4590.0,4590.0,0.0,0.0,214.05,218.35,0.0,0.0,0.0,256.55,38.2,0.0,38.2
2019-01-07,Karnataka,1827.8,18632.8,9480.0,9633.12,0.0,153.12,4898.93,6726.73,880.0,153.12,0.0,17752.8,6302.97,4723.1,11026.07
2019-01-07,Kerala,0.72,2283.09,0.0,693.54,533.58,693.54,2078.52,2079.24,0.0,159.96,0.0,2283.09,141.35,62.5,203.85
2019-01-07,Lakshadweep,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.75
2019-01-07,Madhya Pradesh,120.75,7072.31,19830.0,19830.0,0.0,0.0,2330.91,2451.66,0.0,0.0,0.0,7072.31,2100.76,2519.89,4620.65
2019-01-07,Maharashtra,2528.69,13795.05,25886.0,29093.08,3207.08,3207.08,3422.57,5951.26,1400.0,0.0,0.0,12395.05,1649.66,4794.13,6443.79
2019-01-07,Manipur,0.0,114.14,0.0,36.0,0.0,36.0,110.45,110.45,0.0,36.0,0.0,114.14,3.69,0.0,3.69
2019-01-07,Meghalaya,13.8,368.45,0.0,0.0,0.0,0.0,354.53,368.33,0.0,0.0,0.0,368.45,0.12,0.0,0.12
2019-01-07,Mizoram,0.0,97.87,0.0,0.0,0.0,0.0,96.47,96.47,0.0,0.0,0.0,97.87,1.4,0.0,1.4
2019-01-07,Nagaland,0.0,106.67,0.0,0.0,0.0,0.0,105.67,105.67,0.0,0.0,0.0,106.67,1.0,0.0,1.0
2019-01-07,Odisha,59.22,2663.38,8340.0,8340.0,0.0,0.0,2206.88,2266.1,0.0,0.0,0.0,2663.38,397.28,0.0,397.28
2019-01-07,Others,0.0,49.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.31,45.01,4.3,49.31
2019-01-07,Puducherry,0.0,3.2,0.0,32.5,32.5,32.5,0.0,0.0,0.0,0.0,0.0,3.2,3.2,0.0,3.2
2019-01-07,Punjab,326.35,2543.3,5680.0,5680.0,0.0,0.0,1269.85,1596.2,0.0,0.0,0.0,2543.3,947.1,0.0,947.1
