Date,State,Bioenergy,Clean,Coal,Fossil,Gas,Gas and Other Fossil,Hydro,"Hydro, Bioenergy and Other Renewables",Nuclear,Other Fossil,Other Renewables,Renewables,Solar,Wind,Wind and Solar
2022-01-02,Punjab,491.65,2862.42,5680.0,5680.0,0.0,0.0,1272.4,1764.05,0.0,0.0,0.0,2862.42,1098.37,0.0,1098.37
2022-01-02,Rajasthan,125.08,16754.33,10480.0,11503.13,1023.13,1023.13,434.85,559.93,1180.0,0.0,0.0,15574.33,10687.58,4326.82,15014.4
2022-01-02,Sikkim,0.0,2338.76,0.0,0.0,0.0,0.0,2334.11,2334.11,0.0,0.0,0.0,2338.76,4.65,0.0,4.65
2022-01-02,Tamil Nadu,1040.49,20533.9,13685.0,14913.88,1017.18,1228.88,2301.25,3341.74,2440.0,211.7,0.0,18093.9,4894.49,9857.67,14752.16
2022-01-02,Telangana,219.74,7283.49,7842.5,7842.5,0.0,0.0,2496.47,2716.21,0.0,0.0,0.0,7283.49,4439.18,128.1,4567.28
2022-01-02,Tripura,0.0,30.9,0.0,1099.6,1099.6,1099.6,16.01,16.01,0.0,0.0,0.0,30.9,14.89,0.0,14.89
2022-01-02,Uttar Pradesh,2179.67,5394.8,24389.0,25882.14,1493.14,1493.14,550.7,2730.37,440.0,0.0,0.0,4954.8,2224.43,0.0,2224.43
2022-01-02,Uttarakhand,139.44,4762.03,0.0,450.0,450.0,450.0,4069.67,4209.11,0.0,0.0,0.0,4762.03,552.92,0.0,552.92
2022-01-02,West Bengal,322.45,1928.15,14177.0,14257.0,80.0,80.0,1439.7,1762.15,0.0,0.0,0.0,1928.15,166.0,0.0,166.0
2022-01-03,Andaman and Nicobar,0.0,34.74,0.0,40.05,0.0,40.05,5.25,5.25,0.0,40.05,0.0,34.74,29.49,0.0,29.49
2022-01-03,Andhra Pradesh,566.04,10821.56,11590.0,16525.34,4898.54,4935.34,1772.11,2338.15,0.0,36.8,0.0,10821.56,4386.76,4096.65,8483.41
2022-01-03,Arunachal Pradesh,0.0,1257.34,0.0,0.0,0.0,0.0,1246.11,1246.11,0.0,0.0,0.0,1257.34,11.23,0.0,11.23
2022-01-03,Assam,2.0,504.05,750.0,1370.35,620.35,620.35,384.11,386.11,0.0,0.0,0.0,504.05,117.94,0.0,117.94
2022-01-03,Bihar,126.02,387.35,8400.0,8400.0,0.0,0.0,70.7,196.72,0.0,0.0,0.0,387.35,190.63,0.0,190.63
2022-01-03,Chandigarh,0.0,55.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.17,55.17,0.0,55.17
2022-01-03,Chhattisgarh,275.0,989.08,23688.0,23688.0,0.0,0.0,196.0,471.0,0.0,0.0,0.0,989.08,518.08,0.0,518.08
2022-01-03,Dadra and Nagar Haveli and Daman and Diu,0.0,46.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.18,46.18,0.0,46.18
2022-01-03,Delhi,59.0,270.12,0.0,2208.4,2208.4,2208.4,0.0,59.0,0.0,0.0,0.0,270.12,211.12,0.0,211.12
2022-01-03,Goa,0.34,20.34,0.0,48.0,48.0,48.0,0.05,0.39,0.0,0.0,0.0,20.34,19.95,0.0,19.95
2022-01-03,Gujarat,109.26,19017.9,16092.0,23643.41,7551.41,7551.41,2079.39,2188.65,440.0,0.0,0.0,18577.9,7180.03,9209.22,16389.25
2022-01-03,Haryana,258.0,1242.13,5330.0,5761.59,431.59,431.59,73.5,331.5,0.0,0.0,0.0,1242.13,910.63,0.0,910.63
2022-01-03,Himachal Pradesh,10.2,11105.49,0.0,0.0,0.0,0.0,11019.13,11029.33,0.0,0.0,0.0,11105.49,76.16,0.0,76.16
2022-01-03,India Total,10682.36,163189.91,211179.5,236558.72,24869.51,25379.22,51373.42,62055.78,6780.0,509.71,0.0,156409.91,53996.54,40357.58,94354.12
2022-01-03,Jammu and Kashmir,0.0,3551.61,0.0,175.0,175.0,175.0,3504.68,3504.68,0.0,0.0,0.0,3551.61,46.93,0.0,46.93
2022-01-03,Jharkhand,4.3,307.14,4250.0,4250.0,0.0,0.0,214.05,218.35,0.0,0.0,0.0,307.14,88.79,0.0,88.79
2022-01-03,Karnataka,1902.15,20473.79,9480.0,9505.2,0.0,25.2,4969.93,6872.08,880.0,25.2,0.0,19593.79,7590.81,5130.9,12721.71
2022-01-03,Kerala,2.5,2527.2,0.0,693.54,533.58,693.54,2099.02,2101.52,0.0,159.96,0.0,2527.2,363.18,62.5,425.68
2022-01-03,Ladakh,0.0,136.44,0.0,0.0,0.0,0.0,128.64,128.64,0.0,0.0,0.0,136.44,7.8,0.0,7.8
2022-01-03,Lakshadweep,0.0,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,3.27,0.0,3.27
2022-01-03,Madhya Pradesh,131.33,7703.88,21950.0,21950.0,0.0,0.0,2334.71,2466.04,0.0,0.0,0.0,7703.88,2717.95,2519.89,5237.84
2022-01-03,Maharashtra,2632.15,15104.08,23856.0,27063.08,3207.08,3207.08,3428.08,6060.23,1400.0,0.0,0.0,13704.08,2631.02,5012.83,7643.85
2022-01-03,Manipur,0.0,122.7,0.0,36.0,0.0,36.0,110.45,110.45,0.0,36.0,0.0,122.7,12.25,0.0,12.25
2022-01-03,Meghalaya,13.8,372.48,0.0,0.0,0.0,0.0,354.53,368.33,0.0,0.0,0.0,372.48,4.15,0.0,4.15
2022-01-03,Mizoram,0.0,104.37,0.0,0.0,0.0,0.0,96.47,96.47,0.0,0.0,0.0,104.37,7.9,0.0,7.9
2022-01-03,Nagaland,0.0,108.71,0.0,0.0,0.0,0.0,105.67,105.67,0.0,0.0,0.0,108.71,3.04,0.0,3.04
2022-01-03,Odisha,59.22,2771.64,9540.0,9540.0,0.0,0.0,2261.18,2320.4,0.0,0.0,0.0,2771.64,451.24,0.0,451.24
2022-01-03,Others,0.0,49.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.31,45.01,4.3,49.31
2022-01-03,Puducherry,0.0,13.69,0.0,32.5,32.5,32.5,0.0,0.0,0.0,0.0,0.0,13.69,13.69,0.0,13.69
2022-01-03,Punjab,491.65,2864.12,5680.0,5680.0,0.0,0.0,1272.4,1764.05,0.0,0.0,0.0,2864.12,1100.07,0.0,1100.07
2022-01-03,Rajasthan,125.08,18631.62,10480.0,11503.13,1023.13,1023.13,434.85,559.93,1180.0,0.0,0.0,17451.62,12564.87,4326.82,16891.69
2022-01-03,Sikkim,0.0,2338.79,0.0,0.0,0.0,0.0,2334.11,2334.11,0.0,0.0,0.0,2338.79,4.68,0.0,4.68
2022-01-03,Tamil Nadu,1042.7,20717.5,13685.0,14913.88,1017.18,1228.88,2301.25,3343.95,2440.0,211.7,0.0,18277.5,5067.18,9866.37,14933.55
2022-01-03,Telangana,219.74,7364.79,7842.5,7842.5,0.0,0.0,2496.47,2716.21,0.0,0.0,0.0,7364.79,4520.48,128.1,4648.58
2022-01-03,Tripura,0.0,30.9,0.0,1099.6,1099.6,1099.6,16.01,16.01,0.0,0.0,0.0,30.9,14.89,0.0,14.89
2022-01-03,Uttar Pradesh,2189.99,5425.12,24389.0,25882.14,1493.14,1493.14,550.7,2740.69,440.0,0.0,0.0,4985.12,2244.43,0.0,2244.43
2022-01-03,Uttarakhand,139.44,4787.15,0.0,450.0,450.0,450.0,4074.17,4213.61,0.0,0.0,0.0,4787.15,573.54,0.0,573.54
2022-01-03,West Bengal,322.45,1928.15,14177.0,14257.0,80.0,80.0,1439.7,1762.15,0.0,0.0,0.0,1928.15,166.0,0.0,166.0
2022-01-04,Andaman and Nicobar,0.0,35.16,0.0,40.05,0.0,40.05,5.25,5.25,0.0,40.05,0.0,35.16,29.91,0.0,29.91
2022-01-04,Andhra Pradesh,566.04,10824.22,11590.0,16525.34,4898.54,4935.34,1772.11,2338.15,0.0,36.8,0.0,10824.22,4389.42,4096.65,8486.07
2022-01-04,Arunachal Pradesh,0.0,1259.34,0.0,0.0,0.0,0.0,1248.11,1248.11,0.0,0.0,0.0,1259.34,11.23,0.0,11.23
2022-01-04,Assam,2.0,529.05,750.0,1370.35,620.35,620.35,384.11,386.11,0.0,0.0,0.0,529.05,142.94,0.0,142.94
2022-01-04,Bihar,126.02,387.36,8400.0,8400.0,0.0,0.0,70.7,196.72,0.0,0.0,0.0,387.36,190.64,0.0,190.64
2022-01-04,Chandigarh,0.0,55.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.65,55.65,0.0,55.65
2022-01-04,Chhattisgarh,275.0,994.07,23688.0,23688.0,0.0,0.0,196.0,471.0,0.0,0.0,0.0,994.07,523.07,0.0,523.07
2022-01-04,Dadra and Nagar Haveli and Daman and Diu,0.0,46.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.18,46.18,0.0,46.18
2022-01-04,Delhi,59.0,270.12,0.0,2208.4,2208.4,2208.4,0.0,59.0,0.0,0.0,0.0,270.12,211.12,0.0,211.12
2022-01-04,Goa,0.34,20.7,0.0,48.0,48.0,48.0,0.05,0.39,0.0,0.0,0.0,20.7,20.31,0.0,20.31
2022-01-04,Gujarat,109.26,19537.77,16092.0,23643.41,7551.41,7551.41,2079.39,2188.65,440.0,0.0,0.0,19097.77,7619.4,9289.72,16909.12
2022-01-04,Haryana,258.0,1260.07,5330.0,5761.59,431.59,431.59,73.5,331.5,0.0,0.0,0.0,1260.07,928.57,0.0,928.57
2022-01-04,Himachal Pradesh,10.2,11304.89,0.0,0.0,0.0,0.0,11217.13,11227.33,0.0,0.0,0.0,11304.89,77.56,0.0,77.56
2022-01-04,India Total,10682.36,164901.52,210699.5,236078.42,24869.21,25378.92,51573.42,62255.78,6780.0,509.71,0.0,158121.52,55337.66,40528.08,95865.74
2022-01-04,Jammu and Kashmir,0.0,3551.61,0.0,175.0,175.0,175.0,3504.68,3504.68,0.0,0.0,0.0,3551.61,46.93,0.0,46.93
2022-01-04,Jharkhand,4.3,307.14,4250.0,4250.0,0.0,0.0,214.05,218.35,0.0,0.0,0.0,307.14,88.79,0.0,88.79
2022-01-04,Karnataka,1902.15,20480.9,9480.0,9505.2,0.0,25.2,4969.93,6872.08,880.0,25.2,0.0,19600.9,7597.92,5130.9,12728.82
2022-01-04,Kerala,2.5,2584.8,0.0,693.54,533.58,693.54,2099.02,2101.52,0.0,159.96,0.0,2584.8,420.78,62.5,483.28
2022-01-04,Ladakh,0.0,136.44,0.0,0.0,0.0,0.0,128.64,128.64,0.0,0.0,0.0,136.44,7.8,0.0,7.8
2022-01-04,Lakshadweep,0.0,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,3.27,0.0,3.27
2022-01-04,Madhya Pradesh,131.33,7720.14,21950.0,21950.0,0.0,0.0,2334.71,2466.04,0.0,0.0,0.0,7720.14,2734.21,2519.89,5254.1
2022-01-04,Maharashtra,2632.15,15140.89,23856.0,27063.08,3207.08,3207.08,3428.08,6060.23,1400.0,0.0,0.0,13740.89,2667.83,5012.83,7680.66
2022-01-04,Manipur,0.0,122.69,0.0,36.0,0.0,36.0,110.45,110.45,0.0,36.0,0.0,122.69,12.24,0.0,12.24
2022-01-04,Meghalaya,13.8,372.49,0.0,0.0,0.0,0.0,354.53,368.33,0.0,0.0,0.0,372.49,4.16,0.0,4.16
2022-01-04,Mizoram,0.0,104.48,0.0,0.0,0.0,0.0,96.47,96.47,0.0,0.0,0.0,104.48,8.01,0.0,8.01
2022-01-04,Nagaland,0.0,108.71,0.0,0.0,0.0,0.0,105.67,105.67,0.0,0.0,0.0,108.71,3.04,0.0,3.04
2022-01-04,Odisha,59.22,2771.81,9540.0,9540.0,0.0,0.0,2261.18,2320.4,0.0,0.0,0.0,2771.81,451.41,0.0,451.41
2022-01-04,Others,0.0,49.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.31,45.01,4.3,49.31
2022-01-04,Puducherry,0.0,35.51,0.0,32.5,32.5,32.5,0.0,0.0,0.0,0.0,0.0,35.51,35.51,0.0,35.51
2022-01-04,Punjab,491.65,2864.12,5680.0,5680.0,0.0,0.0,1272.4,1764.05,0.0,0.0,0.0,2864.12,1100.07,0.0,1100.07
2022-01-04,Rajasthan,125.08,19103.74,10480.0,11502.83,1022.83,1022.83,434.85,559.93,1180.0,0.0,0.0,17923.74,12946.99,4416.82,17363.81
2022-01-04,Sikkim,0.0,2338.8,0.0,0.0,0.0,0.0,2334.11,2334.11,0.0,0.0,0.0,2338.8,4.69,0.0,4.69
2022-01-04,Tamil Nadu,1042.7,21028.55,13685.0,14913.88,1017.18,1228.88,2301.25,3343.95,2440.0,211.7,0.0,18588.55,5378.23,9866.37,15244.6
2022-01-04,Telangana,219.74,7370.16,7842.5,7842.5,0.0,0.0,2496.47,2716.21,0.0,0.0,0.0,7370.16,4525.85,128.1,4653.95
2022-01-04,Tripura,0.0,30.93,0.0,1099.6,1099.6,1099.6,16.01,16.01,0.0,0.0,0.0,30.93,14.92,0.0,14.92
2022-01-04,Uttar Pradesh,2189.99,5425.15,24389.0,25882.14,1493.14,1493.14,550.7,2740.69,440.0,0.0,0.0,4985.15,2244.46,0.0,2244.46
2022-01-04,Uttarakhand,139.44,4787.15,0.0,450.0,450.0,450.0,4074.17,4213.61,0.0,0.0,0.0,4787.15,573.54,0.0,573.54
2022-01-04,West Bengal,322.45,1938.15,13697.0,13777.0,80.0,80.0,1439.7,1762.15,0.0,0.0,0.0,1938.15,176.0,0.0,176.0
2022-01-05,Andaman and Nicobar,0.0,35.16,0.0,40.05,0.0,40.05,5.25,5.25,0.0,40.05,0.0,35.16,29.91,0.0,29.91
2022-01-05,Andhra Pradesh,566.04,10824.94,11590.0,16525.34,4898.54,4935.34,1772.11,2338.15,0.0,36.8,0.0,10824.94,4390.14,4096.65,8486.79
2022-01-05,Arunachal Pradesh,0.0,1259.34,0.0,0.0,0.0,0.0,1248.11,1248.11,0.0,0.0,0.0,1259.34,11.23,0.0,11.23
2022-01-05,Assam,2.0,529.05,750.0,1370.35,620.35,620.35,384.11,386.11,0.0,0.0,0.0,529.05,142.94,0.0,142.94
2022-01-05,Bihar,126.02,387.41,8400.0,8400.0,0.0,0.0,70.7,196.72,0.0,0.0,0.0,387.41,190.69,0.0,190.69
2022-01-05,Chandigarh,0.0,56.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.33,56.33,0.0,56.33
2022-01-05,Chhattisgarh,275.0,1000.32,23688.0,23688.0,0.0,0.0,196.0,471.0,0.0,0.0,0.0,1000.32,529.32,0.0,529.32
2022-01-05,Dadra and Nagar Haveli and Daman and Diu,0.0,46.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.47,46.47,0.0,46.47
2022-01-05,Delhi,59.0,270.12,0.0,2208.4,2208.4,2208.4,0.0,59.0,0.0,0.0,0.0,270.12,211.12,0.0,211.12
2022-01-05,Goa,0.34,20.7,0.0,48.0,48.0,48.0,0.05,0.39,0.0,0.0,0.0,20.7,20.31,0.0,20.31
2022-01-05,Gujarat,109.26,19759.89,16092.0,23643.41,7551.41,7551.41,2079.39,2188.65,440.0,0.0,0.0,19319.89,7782.72,9348.52,17131.24
2022-01-05,Haryana,258.0,1263.43,5330.0,5761.59,431.59,431.59,73.5,331.5,0.0,0.0,0.0,1263.43,931.93,0.0,931.93
2022-01-05,Himachal Pradesh,10.2,11306.69,0.0,0.0,0.0,0.0,11217.13,11227.33,0.0,0.0,0.0,11306.69,79.36,0.0,79.36
2022-01-05,India Total,10682.36,166848.98,210699.5,236078.42,24869.21,25378.92,51728.92,62411.28,6780.0,509.71,0.0,160068.98,56951.33,40706.38,97657.71
2022-01-05,Jammu and Kashmir,0.0,3552.35,0.0,175.0,175.0,175.0,3504.68,3504.68,0.0,0.0,0.0,3552.35,47.67,0.0,47.67
2022-01-05,Jharkhand,4.3,307.14,4250.0,4250.0,0.0,0.0,214.05,218.35,0.0,0.0,0.0,307.14,88.79,0.0,88.79
2022-01-05,Karnataka,1902.15,20521.4,9480.0,9505.2,0.0,25.2,4969.93,6872.08,880.0,25.2,0.0,19641.4,7597.92,5171.4,12769.32
2022-01-05,Kerala,2.5,2681.7,0.0,693.54,533.58,693.54,2123.02,2125.52,0.0,159.96,0.0,2681.7,493.68,62.5,556.18
2022-01-05,Ladakh,0.0,136.44,0.0,0.0,0.0,0.0,128.64,128.64,0.0,0.0,0.0,136.44,7.8,0.0,7.8
2022-01-05,Lakshadweep,0.0,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,3.27,0.0,3.27
2022-01-05,Madhya Pradesh,131.33,7731.81,21950.0,21950.0,0.0,0.0,2334.71,2466.04,0.0,0.0,0.0,7731.81,2745.88,2519.89,5265.77
2022-01-05,Maharashtra,2632.15,15141.95,23856.0,27063.08,3207.08,3207.08,3428.08,6060.23,1400.0,0.0,0.0,13741.95,2668.89,5012.83,7681.72
2022-01-05,Manipur,0.0,122.71,0.0,36.0,0.0,36.0,110.45,110.45,0.0,36.0,0.0,122.71,12.26,0.0,12.26
2022-01-05,Meghalaya,13.8,372.49,0.0,0.0,0.0,0.0,354.53,368.33,0.0,0.0,0.0,372.49,4.16,0.0,4.16
2022-01-05,Mizoram,0.0,104.48,0.0,0.0,0.0,0.0,96.47,96.47,0.0,0.0,0.0,104.48,8.01,0.0,8.01
2022-01-05,Nagaland,0.0,109.71,0.0,0.0,0.0,0.0,106.67,106.67,0.0,0.0,0.0,109.71,3.04,0.0,3.04
2022-01-05,Odisha,59.22,2780.81,9540.0,9540.0,0.0,0.0,2270.18,2329.4,0.0,0.0,0.0,2780.81,451.41,0.0,451.41
2022-01-05,Others,0.0,49.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.31,45.01,4.3,49.31
2022-01-05,Puducherry,0.0,35.51,0.0,32.5,32.5,32.5,0.0,0.0,0.0,0.0,0.0,35.51,35.51,0.0,35.51
2022-01-05,Punjab,491.65,2877.01,5680.0,5680.0,0.0,0.0,1272.4,1764.05,0.0,0.0,0.0,2877.01,1112.96,0.0,1112.96
2022-01-05,Rajasthan,125.08,20298.27,10480.0,11502.83,1022.83,1022.83,434.85,559.93,1180.0,0.0,0.0,19118.27,14062.52,4495.82,18558.34
2022-01-05,Sikkim,0.0,2340.3,0.0,0.0,0.0,0.0,2335.61,2335.61,0.0,0.0,0.0,2340.3,4.69,0.0,4.69
2022-01-05,Tamil Nadu,1042.7,21222.54,13685.0,14913.88,1017.18,1228.88,2301.25,3343.95,2440.0,211.7,0.0,18782.54,5572.22,9866.37,15438.59
2022-01-05,Telangana,219.74,7397.97,7842.5,7842.5,0.0,0.0,2496.47,2716.21,0.0,0.0,0.0,7397.97,4553.66,128.1,4681.76
2022-01-05,Tripura,0.0,31.42,0.0,1099.6,1099.6,1099.6,16.01,16.01,0.0,0.0,0.0,31.42,15.41,0.0,15.41
2022-01-05,Uttar Pradesh,2189.99,5425.25,24389.0,25882.14,1493.14,1493.14,550.7,2740.69,440.0,0.0,0.0,4985.25,2244.56,0.0,2244.56
2022-01-05,Uttarakhand,139.44,4907.15,0.0,450.0,450.0,450.0,4194.17,4333.61,0.0,0.0,0.0,4907.15,573.54,0.0,573.54
2022-01-05,West Bengal,322.45,1938.15,13697.0,13777.0,80.0,80.0,1439.7,1762.15,0.0,0.0,0.0,1938.15,176.0,0.0,176.0
2022-01-06,Andaman and Nicobar,0.0,35.16,0.0,40.05,0.0,40.05,5.25,5.25,0.0,40.05,0.0,35.16,29.91,0.0,29.91
2022-01-06,Andhra Pradesh,566.04,10825.28,11590.0,16525.34,4898.54,4935.34,1772.11,2338.15,0.0,36.8,0.0,10825.28,4390.48,4096.65,8487.13
2022-01-06,Arunachal Pradesh,0.0,1259.34,0.0,0.0,0.0,0.0,1248.11,1248.11,0.0,0.0,0.0,1259.34,11.23,0.0,11.23
2022-01-06,Assam,2.0,529.05,750.0,1370.35,620.35,620.35,384.11,386.11,0.0,0.0,0.0,529.05,142.94,0.0,142.94
2022-01-06,Bihar,126.02,387.41,8400.0,8400.0,0.0,0.0,70.7,196.72,0.0,0.0,0.0,387.41,190.69,0.0,190.69
2022-01-06,Chandigarh,0.0,56.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.85,56.85,0.0,56.85
2022-01-06,Chhattisgarh,275.0,1000.32,23688.0,23688.0,0.0,0.0,196.0,471.0,0.0,0.0,0.0,1000.32,529.32,0.0,529.32
2022-01-06,Dadra and Nagar Haveli and Daman and Diu,0.0,46.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.47,46.47,0.0,46.47
2022-01-06,Delhi,59.0,270.12,0.0,2208.4,2208.4,2208.4,0.0,59.0,0.0,0.0,0.0,270.12,211.12,0.0,211.12
2022-01-06,Goa,0.34,21.93,0.0,48.0,48.0,48.0,0.05,0.39,0.0,0.0,0.0,21.93,21.54,0.0,21.54
2022-01-06,Gujarat,109.26,19854.87,16092.0,23643.41,7551.41,7551.41,2079.39,2188.65,440.0,0.0,0.0,19414.87,7806.8,9419.42,17226.22
2022-01-06,Haryana,258.0,1275.11,5330.0,5761.59,431.59,431.59,73.5,331.5,0.0,0.0,0.0,1275.11,943.61,0.0,943.61
2022-01-06,Himachal Pradesh,10.2,11307.89,0.0,0.0,0.0,0.0,11217.13,11227.33,0.0,0.0,0.0,11307.89,80.56,0.0,80.56
2022-01-06,India Total,10682.36,167686.53,210699.5,236078.42,24869.21,25378.92,51730.42,62412.78,6780.0,509.71,0.0,160906.53,57705.72,40788.03,98493.75
2022-01-06,Jammu and Kashmir,0.0,3552.58,0.0,175.0,175.0,175.0,3504.68,3504.68,0.0,0.0,0.0,3552.58,47.9,0.0,47.9
2022-01-06,Jharkhand,4.3,307.14,4250.0,4250.0,0.0,0.0,214.05,218.35,0.0,0.0,0.0,307.14,88.79,0.0,88.79
2022-01-06,Karnataka,1902.15,20532.15,9480.0,9505.2,0.0,25.2,4969.93,6872.08,880.0,25.2,0.0,19652.15,7597.92,5182.15,12780.07
2022-01-06,Kerala,2.5,2727.62,0.0,693.54,533.58,693.54,2123.02,2125.52,0.0,159.96,0.0,2727.62,539.6,62.5,602.1
2022-01-06,Ladakh,0.0,136.44,0.0,0.0,0.0,0.0,128.64,128.64,0.0,0.0,0.0,136.44,7.8,0.0,7.8
2022-01-06,Lakshadweep,0.0,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,3.27,0.0,3.27
2022-01-06,Madhya Pradesh,131.33,7732.2,21950.0,21950.0,0.0,0.0,2334.71,2466.04,0.0,0.0,0.0,7732.2,2746.27,2519.89,5266.16
2022-01-06,Maharashtra,2632.15,15226.36,23856.0,27063.08,3207.08,3207.08,3428.08,6060.23,1400.0,0.0,0.0,13826.36,2753.3,5012.83,7766.13
2022-01-06,Manipur,0.0,122.71,0.0,36.0,0.0,36.0,110.45,110.45,0.0,36.0,0.0,122.71,12.26,0.0,12.26
2022-01-06,Meghalaya,13.8,372.49,0.0,0.0,0.0,0.0,354.53,368.33,0.0,0.0,0.0,372.49,4.16,0.0,4.16
2022-01-06,Mizoram,0.0,104.48,0.0,0.0,0.0,0.0,96.47,96.47,0.0,0.0,0.0,104.48,8.01,0.0,8.01
2022-01-06,Nagaland,0.0,109.71,0.0,0.0,0.0,0.0,106.67,106.67,0.0,0.0,0.0,109.71,3.04,0.0,3.04
2022-01-06,Odisha,59.22,2781.53,9540.0,9540.0,0.0,0.0,2270.18,2329.4,0.0,0.0,0.0,2781.53,452.13,0.0,452.13
2022-01-06,Others,0.0,49.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.31,45.01,4.3,49.31
2022-01-06,Puducherry,0.0,35.53,0.0,32.5,32.5,32.5,0.0,0.0,0.0,0.0,0.0,35.53,35.53,0.0,35.53
2022-01-06,Punjab,491.65,2882.04,5680.0,5680.0,0.0,0.0,1272.4,1764.05,0.0,0.0,0.0,2882.04,1117.99,0.0,1117.99
2022-01-06,Rajasthan,125.08,20690.45,10480.0,11502.83,1022.83,1022.83,434.85,559.93,1180.0,0.0,0.0,19510.45,14454.7,4495.82,18950.52
2022-01-06,Sikkim,0.0,2341.8,0.0,0.0,0.0,0.0,2337.11,2337.11,0.0,0.0,0.0,2341.8,4.69,0.0,4.69
2022-01-06,Tamil Nadu,1042.7,21341.11,13685.0,14913.88,1017.18,1228.88,2301.25,3343.95,2440.0,211.7,0.0,18901.11,5690.79,9866.37,15557.16
2022-01-06,Telangana,219.74,7465.38,7842.5,7842.5,0.0,0.0,2496.47,2716.21,0.0,0.0,0.0,7465.38,4621.07,128.1,4749.17
2022-01-06,Tripura,0.0,31.88,0.0,1099.6,1099.6,1099.6,16.01,16.01,0.0,0.0,0.0,31.88,15.87,0.0,15.87
2022-01-06,Uttar Pradesh,2189.99,5425.25,24389.0,25882.14,1493.14,1493.14,550.7,2740.69,440.0,0.0,0.0,4985.25,2244.56,0.0,2244.56
2022-01-06,Uttarakhand,139.44,4907.15,0.0,450.0,450.0,450.0,4194.17,4333.61,0.0,0.0,0.0,4907.15,573.54,0.0,573.54
2022-01-06,West Bengal,322.45,1938.15,13697.0,13777.0,80.0,80.0,1439.7,1762.15,0.0,0.0,0.0,1938.15,176.0,0.0,176.0
2022-01-07,Andaman and Nicobar,0.0,35.16,0.0,40.05,0.0,40.05,5.25,5.25,0.0,40.05,0.0,35.16,29.91,0.0,29.91
2022-01-07,Andhra Pradesh,566.04,10916.98,11590.0,16525.34,4898.54,4935.34,1772.11,2338.15,0.0,36.8,0.0,10916.98,4482.18,4096.65,8578.83
2022-01-07,Arunachal Pradesh,0.0,1259.34,0.0,0.0,0.0,0.0,1248.11,1248.11,0.0,0.0,0.0,1259.34,11.23,0.0,11.23
2022-01-07,Assam,2.0,529.05,750.0,1347.35,597.35,597.35,384.11,386.11,0.0,0.0,0.0,529.05,142.94,0.0,142.94
2022-01-07,Bihar,126.02,387.41,8400.0,8400.0,0.0,0.0,70.7,196.72,0.0,0.0,0.0,387.41,190.69,0.0,190.69
2022-01-07,Chandigarh,0.0,56.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.85,56.85,0.0,56.85
2022-01-07,Chhattisgarh,275.0,1000.32,23688.0,23688.0,0.0,0.0,196.0,471.0,0.0,0.0,0.0,1000.32,529.32,0.0,529.32
2022-01-07,Dadra and Nagar Haveli and Daman and Diu,0.0,46.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.47,46.47,0.0,46.47
2022-01-07,Delhi,59.0,270.12,0.0,2208.4,2208.4,2208.4,0.0,59.0,0.0,0.0,0.0,270.12,211.12,0.0,211.12
2022-01-07,Goa,0.34,21.93,0.0,48.0,48.0,48.0,0.05,0.39,0.0,0.0,0.0,21.93,21.54,0.0,21.54
2022-01-07,Gujarat,109.26,19944.97,16092.0,23643.41,7551.41,7551.41,2079.39,2188.65,440.0,0.0,0.0,19504.97,7873.3,9443.02,17316.32
2022-01-07,Haryana,258.0,1275.11,5330.0,5761.59,431.59,431.59,73.5,331.5,0.0,0.0,0.0,1275.11,943.61,0.0,943.61
2022-01-07,Himachal Pradesh,10.2,11309.49,0.0,0.0,0.0,0.0,11217.13,11227.33,0.0,0.0,0.0,11309.49,82.16,0.0,82.16
2022-01-07,India Total,10682.36,168067.56,210699.5,236055.42,24846.21,25355.92,51738.07,62420.43,6780.0,509.71,0.0,161287.56,57973.8,40893.33,98867.13
2022-01-07,Jammu and Kashmir,0.0,3552.58,0.0,175.0,175.0,175.0,3504.68,3504.68,0.0,0.0,0.0,3552.58,47.9,0.0,47.9
