Date,State,Bioenergy,Clean_generation,Coal,Fossil_generation,Gas,Gas and Other Fossil,Hydro,"Hydro, Bioenergy and Other Renewables",Nuclear,Other Fossil,Other Renewables,Renewables,Solar,Total Generation,Wind,Wind and Solar,Renewable %,Fossil %
01 January 2019,Andaman and Nicobar,0,2.56,0,6.88,0,6.88,1.12,1.12,0,6.88,0,2.56,1.44,9.44,0,1.44,27.11864407,72.88135593
01 January 2019,Andhra Pradesh,53.3,1008.25,4113.01,4428.74,315.73,315.73,191.66,245.64,0,0,0.68,1008.25,394.84,5436.99,367.77,762.61,18.54426806,81.45573194
01 January 2019,Arunachal Pradesh,0,42.43,0,0,0,0,42.31,42.31,0,0,0,42.43,0.12,42.43,0,0.12,100,0
01 January 2019,Assam,0,83.73,237.96,513.78,275.82,275.82,83.07,83.07,0,0,0,83.73,0.66,597.51,0,0.66,14.01315459,85.98684541
01 January 2019,Bihar,40.11,56.67,3084.76,3084.76,0,0,1.15,41.26,0,0,0,56.67,15.41,3141.43,0,15.41,1.803955523,98.19604448
01 January 2019,Chandigarh,0,0.23,0,0,0,0,0,0,0,0,0,0.23,0.23,0.23,0,0.23,100,0
01 January 2019,Chhattisgarh,26.48,67.07,8304.13,8304.13,0,0,11.04,37.52,0,0,0,67.07,29.55,8371.2,0,29.55,0.80119935,99.19880065
01 January 2019,Dadra and Nagar Haveli and Daman and Diu,0,2.33,0,0,0,0,0,0,0,0,0,2.33,2.33,2.33,0,2.33,100,0
01 January 2019,Delhi,0,21.74,0,512.82,512.82,512.82,0,21.26,0,0,21.26,21.74,0.48,534.56,0,0.48,4.066896139,95.93310386
01 January 2019,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01 January 2019,Gujarat,5.5,1316.18,8147.68,8915.61,767.93,767.93,128.48,133.98,168.86,0,0,1147.32,233.43,10231.79,779.91,1013.34,12.86363383,87.13636617
01 January 2019,Haryana,26.06,48.32,2370.14,2496.92,126.78,126.78,17.22,43.28,0,0,0,48.32,5.04,2545.24,0,5.04,1.898445726,98.10155427
01 January 2019,Himachal Pradesh,0,1473.18,0,0,0,0,1473.18,1473.18,0,0,0,1473.18,0,1473.18,0,0,100,0
01 January 2019,India Total,2582,19914.91,86375.09,90353.52,3971.55,3978.43,7790.99,10408.1,3120.11,6.88,35.11,16794.8,3534.81,110268.43,2851.89,6386.7,18.06039136,81.93960864
01 January 2019,Jammu and Kashmir,0,637.88,0,0,0,0,637.88,637.88,0,0,0,637.88,0,637.88,0,0,100,0
01 January 2019,Jharkhand,0,1.56,2155.02,2155.02,0,0,0,0,0,0,0,1.56,1.56,2156.58,0,1.56,0.072336755,99.92766324
01 January 2019,Karnataka,547.46,3580,2538.87,2538.87,0,0,1236.3,1783.76,507.21,0,0,3072.79,759.16,6118.87,529.87,1289.03,58.50753489,41.49246511
01 January 2019,Kerala,0,387.15,0,0,0,0,368.47,368.47,0,0,0,387.15,11.98,387.15,6.7,18.68,100,0
01 January 2019,Lakshadweep,0,0.08,0,0,0,0,0,0,0,0,0,0.08,0.08,0.08,0,0.08,100,0
01 January 2019,Madhya Pradesh,24.46,877.8,10265.11,10265.11,0,0,327.07,355,0,0,3.47,877.8,293.73,11142.91,229.07,522.8,7.877654939,92.12234506
01 January 2019,Maharashtra,819.55,2633.26,9277.01,10007.06,730.05,730.05,383.91,1203.57,998.07,0,0.11,1635.19,207.47,12640.32,224.15,431.62,20.83222577,79.16777423
01 January 2019,Manipur,0,37.65,0,0,0,0,37.49,37.49,0,0,0,37.65,0.16,37.65,0,0.16,100,0
01 January 2019,Meghalaya,0,44.49,0,0,0,0,44.49,44.49,0,0,0,44.49,0,44.49,0,0,100,0
01 January 2019,Mizoram,0,9.2,0,0,0,0,9.2,9.2,0,0,0,9.2,0,9.2,0,0,100,0
01 January 2019,Nagaland,0,8.16,0,0,0,0,8.16,8.16,0,0,0,8.16,0,8.16,0,0,100,0
01 January 2019,Odisha,8.03,406.79,3336.9,3336.9,0,0,365.57,373.6,0,0,0,406.79,23.28,3743.69,9.91,33.19,10.86601722,89.13398278
01 January 2019,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01 January 2019,Puducherry,0,0.23,0,9.34,9.34,9.34,0,0,0,0,0,0.23,0.23,9.57,0,0.23,2.403343783,97.59665622
01 January 2019,Punjab,78.2,588.23,2126.05,2126.05,0,0,415.68,493.88,0,0,0,588.23,94.35,2714.28,0,94.35,21.6716772,
01 January 2019,Rajasthan,31.43,1646.03,4648.33,4810.77,162.44,162.44,139.5,170.93,714.07,0,0,931.96,448.47,6456.8,312.56,761.03,25.49296865,74.50703135
01 January 2019,Sikkim,0,275.22,0,0,0,0,275.22,275.22,0,0,0,275.22,0,275.22,0,0,100,0
01 January 2019,Tamil Nadu,42.36,1686.56,5666.65,5956.85,290.2,290.2,380.01,422.37,563.75,0,0,1122.81,326.8,7643.41,373.64,700.44,22.06554404,77.93445596
01 January 2019,Telangana,43.3,700.5,4159.77,4159.77,0,0,68.63,121.52,0,0,9.59,700.5,560.67,4860.27,18.31,578.98,14.41277954,85.58722046
01 January 2019,Tripura,0,6.46,0,592.13,592.13,592.13,5.77,5.77,0,0,0,6.46,0.69,598.59,0,0.69,1.079202793,98.92079721
01 January 2019,Uttar Pradesh,684.85,1097.6,9580.54,9631.31,50.77,50.77,147.99,832.84,168.15,0,0,929.45,96.61,10728.91,0,96.61,10.23030299,89.76969701
01 January 2019,Uttarakhand,24.32,861.77,0,137.54,137.54,137.54,814.37,838.69,0,0,0,861.77,23.08,999.31,0,23.08,86.23650319,13.76349681
01 January 2019,West Bengal,126.59,305.6,6363.16,6363.16,0,0,176.05,302.64,0,0,0,305.6,2.96,6668.76,0,2.96,4.582561076,95.41743892
01 February 2019,Andaman and Nicobar,0,2.71,0,6.94,0,6.94,0.99,0.99,0,6.94,0,2.71,1.72,9.65,0,1.72,28.08290155,71.91709845
01 February 2019,Andhra Pradesh,35.31,1140.6,3878.86,4153.41,274.55,274.55,194.61,230.62,0,0,0.7,1140.6,431.49,5294.01,478.49,909.98,21.54510475,78.45489525
01 February 2019,Arunachal Pradesh,0,13.17,0,0,0,0,13.07,13.07,0,0,0,13.17,0.1,13.17,0,0.1,100,0
01 February 2019,Assam,0,37.56,231.48,461.24,229.76,229.76,37.05,37.05,0,0,0,37.56,0.51,498.8,0,0.51,7.530072173,92.46992783
01 February 2019,Bihar,37.65,55.93,2440.75,2440.75,0,0,1.99,39.64,0,0,0,55.93,16.29,2496.68,0,16.29,2.240174952,97.75982505
01 February 2019,Chandigarh,0,1.46,0,0,0,0,0,0,0,0,0,1.46,1.46,1.46,0,1.46,100,0
01 February 2019,Chhattisgarh,33.71,74.79,8699.7,8699.7,0,0,9.91,43.62,0,0,0,74.79,31.17,8774.49,0,31.17,0.852357231,99.14764277
01 February 2019,Dadra and Nagar Haveli and Daman and Diu,0,2.43,0,0,0,0,0,0,0,0,0,2.43,2.43,2.43,0,2.43,100,0
01 February 2019,Delhi,0,21.09,0,213.55,213.55,213.55,0,20.69,0,0,20.69,21.09,0.4,234.64,0,0.4,8.9882373,91.0117627
01 February 2019,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01 February 2019,Gujarat,7.81,1245.9,7137.89,7766.87,628.98,628.98,96.75,104.56,152.01,0,0,1093.89,236.82,9012.77,752.51,989.33,13.82371901,86.17628099
01 February 2019,Haryana,32.71,59.21,1624.63,1699.36,74.73,74.73,21.41,54.12,0,0,0,59.21,5.09,1758.57,0,5.09,3.366940184,96.63305982
01 February 2019,Himachal Pradesh,0,1514.22,0,0,0,0,1514.22,1514.22,0,0,0,1514.22,0,1514.22,0,0,100,0
01 February 2019,India Total,2186.5,19338.23,78298.38,81500.42,3194.95,3202.04,7506.94,9734.31,2878.99,7.09,40.87,16459.24,3630.46,100838.65,3094.47,6724.93,19.17739875,80.82260125
01 February 2019,Jammu and Kashmir,0,961.31,0,0,0,0,961.31,961.31,0,0,0,961.31,0,961.31,0,0,100,0
01 February 2019,Jharkhand,0,1.58,2044.73,2044.73,0,0,0,0,0,0,0,1.58,1.58,2046.31,0,1.58,0.077212153,99.92278785
01 February 2019,Karnataka,446.27,3359.25,2506.06,2506.06,0,0,1155.11,1601.38,468.44,0,0,2890.81,745.46,5865.31,543.97,1289.43,57.27318761,42.72681239
01 February 2019,Kerala,0,458.12,0,0.96,0.81,0.96,441.02,441.02,0,0.15,0,458.12,11.4,459.08,5.7,17.1,99.79088612,0.20911388
01 February 2019,Lakshadweep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01 February 2019,Madhya Pradesh,21.35,888.87,9157.33,9157.33,0,0,266.64,299.49,0,0,11.5,888.87,289.41,10046.2,299.97,589.38,8.847823057,91.15217694
01 February 2019,Maharashtra,720.99,2498.76,8046.46,8678.17,631.71,631.71,359.68,1080.77,952.06,0,0.1,1546.7,205.27,11176.93,260.66,465.93,22.35640735,77.64359265
01 February 2019,Manipur,0,10.31,0,0,0,0,9.65,9.65,0,0,0,10.31,0.66,10.31,0,0.66,100,0
01 February 2019,Meghalaya,0,36.11,0,0,0,0,36.11,36.11,0,0,0,36.11,0,36.11,0,0,100,0
01 February 2019,Mizoram,0,7.05,0,0,0,0,7.01,7.01,0,0,0,7.05,0.04,7.05,0,0.04,100,0
01 February 2019,Nagaland,0,4.95,0,0,0,0,4.95,4.95,0,0,0,4.95,0,4.95,0,0,100,0
01 February 2019,Odisha,7.37,432.05,3260.94,3260.94,0,0,388.62,395.99,0,0,0,432.05,23.81,3692.99,12.25,36.06,11.69919225,88.30080775
01 February 2019,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01 February 2019,Puducherry,0,0.23,0,18.02,18.02,18.02,0,0,0,0,0,0.23,0.23,18.25,0,0.23,1.260273973,98.73972603
01 February 2019,Punjab,71.75,492.01,1571.01,1571.01,0,0,315.92,387.67,0,0,0,492.01,104.34,2063.02,0,104.34,23.84901746,76.15098254
01 February 2019,Rajasthan,32.41,1573.61,3834.87,3914.5,79.63,79.63,120.07,152.48,543.06,0,0,1030.55,493.06,5488.11,385.01,878.07,28.67307689,71.32692311
01 February 2019,Sikkim,0,246.32,0,0,0,0,246.32,246.32,0,0,0,246.32,0,246.32,0,0,100,0
01 February 2019,Tamil Nadu,59.6,1596.59,5656.08,5890.84,234.76,234.76,282.66,342.26,595.7,0,0,1000.89,322.43,7487.43,336.2,658.63,21.32360503,78.67639497
01 February 2019,Telangana,43.36,686.66,4158.08,4158.08,0,0,40.1,91.34,0,0,7.88,686.66,575.61,4844.74,19.71,595.32,14.17330961,85.82669039
01 February 2019,Tripura,0,4.65,0,538.86,538.86,538.86,4.05,4.05,0,0,0,4.65,0.6,543.51,0,0.6,0.855550036,99.14444996
01 February 2019,Uttar Pradesh,613.73,1016,7910.67,8078.96,168.29,168.29,131.11,744.84,167.72,0,0,848.28,103.44,9094.96,0,103.44,11.17102219,88.82897781
01 February 2019,Uttarakhand,22.48,760.37,0,101.3,101.3,101.3,717.59,740.07,0,0,0,760.37,20.3,861.67,0,20.3,88.24375921,11.75624079
01 February 2019,West Bengal,0,134.36,6138.84,6138.84,0,0,129.02,129.02,0,0,0,134.36,5.34,6273.2,0,5.34,2.141809603,97.8581904
01 March 2019,Andaman and Nicobar,0,3.12,0,6.93,0,6.93,1.07,1.07,0,6.93,0,3.12,2.05,10.05,0,2.05,31.04477612,68.95522388
01 March 2019,Andhra Pradesh,33.47,1262.09,5718.2,5996.32,278.12,278.12,203.95,237.92,0,0,0.5,1262.09,593.25,7258.41,430.92,1024.17,17.38796789,82.61203211
01 March 2019,Arunachal Pradesh,0,3.92,0,0,0,0,3.82,3.82,0,0,0,3.92,0.1,3.92,0,0.1,100,0
01 March 2019,Assam,0,45.97,262.61,501.79,239.18,239.18,45.37,45.37,0,0,0,45.97,0.6,547.76,0,0.6,8.392361618,91.60763838
01 March 2019,Bihar,103.71,129.11,2914.09,2914.09,0,0,2.98,106.69,0,0,0,129.11,22.42,3043.2,0,22.42,4.242573607,95.75742639
01 March 2019,Chandigarh,0,0.26,0,0,0,0,0,0,0,0,0,0.26,0.26,0.26,0,0.26,100,0
01 March 2019,Chhattisgarh,37.5,82.9,10040.52,10040.52,0,0,13.93,51.43,0,0,0,82.9,31.47,10123.42,0,31.47,0.81889322,99.18110678
01 March 2019,Dadra and Nagar Haveli and Daman and Diu,0,2.95,0,0,0,0,0,0,0,0,0,2.95,2.95,2.95,0,2.95,100,0
01 March 2019,Delhi,0,23.55,0,254.01,254.01,254.01,0,22.92,0,0,22.92,23.55,0.63,277.56,0,0.63,8.484651967,91.51534803
01 March 2019,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01 March 2019,Gujarat,14.84,1362.32,7906.47,8813.61,907.14,907.14,85.77,100.61,168.1,0,0,1194.22,304.2,10175.93,789.41,1093.61,13.38767071,86.61232929
01 March 2019,Haryana,37.3,70.31,1643.8,1718.38,74.58,74.58,25.46,62.76,0,0,0,70.31,7.55,1788.69,0,7.55,3.930809699,96.0691903
01 March 2019,Himachal Pradesh,0,1830.55,0,0,0,0,1830.55,1830.55,0,0,0,1830.55,0,1830.55,0,0,100,0
01 March 2019,India Total,2070.17,21887.24,91481.45,95223.98,3732.91,3742.53,9156.48,11257.35,3355.95,9.62,30.7,18531.29,4307.99,117111.22,2965.95,7273.94,18.68927674,81.31072326
01 March 2019,Jammu and Kashmir,0,1300.12,0,0,0,0,1300.12,1300.12,0,0,0,1300.12,0,1300.12,0,0,100,0
01 March 2019,Jharkhand,0,8.02,2501.89,2501.89,0,0,5.95,5.95,0,0,0,8.02,2.07,2509.91,0,2.07,0.31953337,99.68046663
01 March 2019,Karnataka,230.24,3254.77,3870.13,3870.13,0,0,1214.87,1445.11,571.41,0,0,2683.36,840.54,7124.9,397.71,1238.25,45.6816236,54.3183764
01 March 2019,Kerala,0,640.07,0,2.69,0,2.69,622.45,622.45,0,2.69,0,640.07,13.08,642.76,4.54,17.62,99.58149231,0.418507686
01 March 2019,Lakshadweep,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0.1,100,0
01 March 2019,Madhya Pradesh,21.91,1000.38,10701.41,10701.41,0,0,324.47,349.35,0,0,2.97,1000.38,316.9,11701.79,334.13,651.03,8.548948494,91.45105151
01 March 2019,Maharashtra,570.1,2686.16,9819,10514.16,695.16,695.16,467.57,1037.86,1048.61,0,0.19,1637.55,245.72,13200.32,353.97,599.69,20.34920366,79.65079634
01 March 2019,Manipur,0,11.25,0,0,0,0,11.09,11.09,0,0,0,11.25,0.16,11.25,0,0.16,100,0
01 March 2019,Meghalaya,0,36.83,0,0,0,0,36.83,36.83,0,0,0,36.83,0,36.83,0,0,100,0
01 March 2019,Mizoram,0,8.4,0,0,0,0,8.37,8.37,0,0,0,8.4,0.03,8.4,0,0.03,100,0
01 March 2019,Nagaland,0,5.03,0,0,0,0,5.03,5.03,0,0,0,5.03,0,5.03,0,0,100,0
01 March 2019,Odisha,6.92,578.81,3825.01,3825.01,0,0,533.58,540.5,0,0,0,578.81,26.21,4403.82,12.1,38.31,13.1433619,86.8566381
01 March 2019,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01 March 2019,Puducherry,0,0.24,0,21.07,21.07,21.07,0,0,0,0,0,0.24,0.24,21.31,0,0.24,1.126231816,98.87376818
01 March 2019,Punjab,68.78,719.25,1734.46,1734.46,0,0,503.93,572.71,0,0,0,719.25,146.54,2453.71,0,146.54,29.31275497,70.68724503
01 March 2019,Rajasthan,37.38,1735.63,3817.57,3884.54,66.97,66.97,96.53,133.91,665.8,0,0,1069.83,543.15,5620.17,392.77,935.92,30.88216193,69.11783807
01 March 2019,Sikkim,0,391.99,0,0,0,0,391.99,391.99,0,0,0,391.99,0,391.99,0,0,100,0
01 March 2019,Tamil Nadu,55,1511.97,6368.47,6617.04,248.57,248.57,253.71,308.71,589.31,0,0,922.66,381.32,8129.01,232.63,613.95,18.59968188,81.40031812
01 March 2019,Telangana,40.73,744.69,4581.13,4581.13,0,0,37.98,82.83,0,0,4.12,744.69,644.09,5325.82,17.77,661.86,13.98263554,86.01736446
01 March 2019,Tripura,0,3.48,0,625.91,625.91,625.91,2.79,2.79,0,0,0,3.48,0.69,629.39,0,0.69,0.552916316,99.44708368
01 March 2019,Uttar Pradesh,660.08,1203.29,8989.99,9177.6,187.61,187.61,93.23,753.31,312.72,0,0,890.57,137.26,10380.89,0,137.26,11.59139534,88.40860466
01 March 2019,Uttarakhand,23.02,965.66,0,134.59,134.59,134.59,904.75,927.77,0,0,0,965.66,37.89,1100.25,0,37.89,87.76732561,12.23267439
01 March 2019,West Bengal,129.19,264.05,6786.7,6786.7,0,0,128.34,257.53,0,0,0,264.05,6.52,7050.75,0,6.52,3.744991668,96.25500833
01 April 2019,Andaman and Nicobar,0,2.57,0,8.73,0,8.73,0.63,0.63,0,8.73,0,2.57,1.94,11.3,0,1.94,22.74336283,77.25663717
01 April 2019,Andhra Pradesh,24.74,1154.12,5366.76,5604.53,237.77,237.77,179.74,205.08,0,0,0.6,1154.12,547.62,6758.65,401.42,949.04,17.07619125,82.92380875
01 April 2019,Arunachal Pradesh,0,15.48,0,0,0,0,15.37,15.37,0,0,0,15.48,0.11,15.48,0,0.11,100,0
01 April 2019,Assam,0,45.12,349.19,578.53,229.34,229.34,44.63,44.63,0,0,0,45.12,0.49,623.65,0,0.49,7.234827227,92.76517277
01 April 2019,Bihar,28.71,46.57,2827.41,2827.41,0,0,0,28.71,0,0,0,46.57,17.86,2873.98,0,17.86,1.620400977,98.37959902
01 April 2019,Chandigarh,0,2.32,0,0,0,0,0,0,0,0,0,2.32,2.32,2.32,0,2.32,100,0
01 April 2019,Chhattisgarh,47.94,105.14,10173.28,10173.28,0,0,22.39,70.33,0,0,0,105.14,34.81,10278.42,0,34.81,1.022919865,98.97708013
01 April 2019,Dadra and Nagar Haveli and Daman and Diu,0,2.82,0,0,0,0,0,0,0,0,0,2.82,2.82,2.82,0,2.82,100,0
01 April 2019,Delhi,0,40.32,0,454.15,454.15,454.15,0,26.98,0,0,26.98,40.32,13.34,494.47,0,13.34,8.154185289,91.84581471
01 April 2019,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01 April 2019,Gujarat,13.68,1580.44,7876.22,9170.96,1294.74,1294.74,57.19,78.64,161.39,0,7.77,1419.05,308.85,10751.4,1031.56,1340.41,14.69985304,85.30014696
01 April 2019,Haryana,30.72,62.1,1151.33,1151.33,0,0,24.2,54.92,0,0,0,62.1,7.18,1213.43,0,7.18,5.117724137,94.88227586
01 April 2019,Himachal Pradesh,0,3245.47,0,0,0,0,3245.47,3245.47,0,0,0,3245.47,0,3245.47,0,0,100,0
01 April 2019,India Total,1436.3,24238.63,90446.02,94666.84,4206.71,4220.82,11587.73,13062.8,3287.32,14.11,38.77,20951.31,4181.22,118905.47,3707.29,7888.51,20.3847897,79.6152103
01 April 2019,Jammu and Kashmir,0,1875.57,0,0,0,0,1875.57,1875.57,0,0,0,1875.57,0,1875.57,0,0,100,0
01 April 2019,Jharkhand,0,2.06,2435.59,2435.59,0,0,0.21,0.21,0,0,0,2.06,1.85,2437.65,0,1.85,0.08450762,99.91549238
01 April 2019,Karnataka,106.04,3181.92,3084.88,3084.88,0,0,1131.57,1237.61,638.13,0,0,2543.79,791.54,6266.8,514.64,1306.18,50.77423885,49.22576115
01 April 2019,Kerala,0,647.06,0,5.38,0,5.38,630.47,630.47,0,5.38,0,647.06,11.75,652.44,4.84,16.59,99.1754031,0.824596898
01 April 2019,Lakshadweep,0,0.06,0,0,0,0,0,0,0,0,0,0.06,0.06,0.06,0,0.06,100,0
01 April 2019,Madhya Pradesh,10.91,1029.9,10661.84,10661.84,0,0,278.42,291.76,0,0,2.43,1029.9,324,11691.74,414.14,738.14,8.808782953,91.19121705
01 April 2019,Maharashtra,343.84,2831.6,10144.54,10822.84,678.3,678.3,768.41,1112.38,972.81,0,0.13,1858.79,233.28,13654.44,513.13,746.41,20.73757693,79.26242307
01 April 2019,Manipur,0,31.27,0,0,0,0,31.11,31.11,0,0,0,31.27,0.16,31.27,0,0.16,100,0
01 April 2019,Meghalaya,0,39.95,0,0,0,0,39.95,39.95,0,0,0,39.95,0,39.95,0,0,100,0
01 April 2019,Mizoram,0,7.74,0,0,0,0,7.7,7.7,0,0,0,7.74,0.04,7.74,0,0.04,100,0
01 April 2019,Nagaland,0,1.89,0,0,0,0,1.89,1.89,0,0,0,1.89,0,1.89,0,0,100,0
01 April 2019,Odisha,6.29,606.29,3611.79,3611.79,0,0,546.88,553.17,0,0,0,606.29,36.6,4218.08,16.52,53.12,14.37360126,85.62639874
01 April 2019,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01 April 2019,Puducherry,0,0.27,0,21.16,21.16,21.16,0,0,0,0,0,0.27,0.27,21.43,0,0.27,1.259916006,98.74008399
01 April 2019,Punjab,57.93,515.76,1960.24,1960.24,0,0,316.1,374.03,0,0,0,515.76,141.73,2476,0,141.73,20.83037157,79.16962843
01 April 2019,Rajasthan,34.39,1639.9,3596.08,3689.73,93.65,93.65,5.51,39.9,657.91,0,0,981.99,527.89,5329.63,414.2,942.09,30.76949057,69.23050943
01 April 2019,Sikkim,0,734.22,0,0,0,0,734.22,734.22,0,0,0,734.22,0,734.22,0,0,100,0
01 April 2019,Tamil Nadu,48.81,1570.94,6044.95,6291.08,246.13,246.13,184.93,233.74,546.48,0,0,1024.46,400.11,7862.02,390.61,790.72,19.98137883,80.01862117
01 April 2019,Telangana,14.31,668.23,4557.43,4557.43,0,0,39.29,54.46,0,0,0.86,668.23,607.54,5225.66,6.23,613.77,12.78747565,87.21252435
01 April 2019,Tripura,0,3.3,0,564.36,564.36,564.36,2.69,2.69,0,0,0,3.3,0.61,567.66,0,0.61,0.581333897,99.4186661
01 April 2019,Uttar Pradesh,541.03,1044.22,9802.92,9992.86,189.94,189.94,68.7,609.73,310.6,0,0,733.62,123.89,11037.08,0,123.89,9.461016863,90.53898314
01 April 2019,Uttarakhand,13.88,1213.56,0,197.17,197.17,197.17,1163.56,1177.44,0,0,0,1213.56,36.12,1410.73,0,36.12,86.02354809,13.97645191
01 April 2019,West Bengal,113.08,290.45,6801.57,6801.57,0,0,170.93,284.01,0,0,0,290.45,6.44,7092.02,0,6.44,4.095448123,95.90455188
01 May 2019,Andaman and Nicobar,0,1.78,0,8.26,0,8.26,0.13,0.13,0,8.26,0,1.78,1.65,10.04,0,1.65,17.72908367,82.27091633
01 May 2019,Andhra Pradesh,15.8,1426.42,5505.72,5725.07,219.35,219.35,148.5,164.9,0,0,0.6,1426.42,579.58,7151.49,681.94,1261.52,19.94577354,80.05422646
01 May 2019,Arunachal Pradesh,0,220.61,0,0,0,0,220.52,220.52,0,0,0,220.61,0.09,220.61,0,0.09,100,0
01 May 2019,Assam,0,184.67,358.94,604.35,245.41,245.41,184.29,184.29,0,0,0,184.67,0.38,789.02,0,0.38,23.4049834,76.5950166
01 May 2019,Bihar,3.24,5.97,2875.16,2875.16,0,0,0,3.24,0,0,0,5.97,2.73,2881.13,0,2.73,0.207210365,99.79278963
01 May 2019,Chandigarh,0,0.34,0,0,0,0,0,0,0,0,0,0.34,0.34,0.34,0,0.34,100,0
01 May 2019,Chhattisgarh,28.56,64.33,10341.28,10341.28,0,0,24.14,52.7,0,0,0,64.33,11.63,10405.61,0,11.63,0.618224208,99.38177579
01 May 2019,Dadra and Nagar Haveli and Daman and Diu,0,2.78,0,0,0,0,0,0,0,0,0,2.78,2.78,2.78,0,2.78,100,0
01 May 2019,Delhi,0,41.03,0,490.68,490.68,490.68,0,24.81,0,0,24.81,41.03,16.22,531.71,0,16.22,7.716612439,92.28338756
01 May 2019,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01 May 2019,Gujarat,8.64,1940.74,8610.22,9821.74,1211.52,1211.52,59.6,68.24,179.17,0,0,1761.57,323.61,11762.48,1369.72,1693.33,16.49941169,83.50058831
01 May 2019,Haryana,17.15,51.98,1736.41,1736.41,0,0,27.19,44.34,0,0,0,51.98,7.64,1788.39,0,7.64,2.906524863,97.09347514
01 May 2019,Himachal Pradesh,0,4306.8,0,0,0,0,4306.8,4306.8,0,0,0,4306.8,0,4306.8,0,0,100,0
01 May 2019,India Total,861.81,30290.01,94375.57,98842.21,4451.92,4466.64,14670.01,15561.19,3782.3,14.72,29.37,26507.71,4342.58,129132.22,6603.94,10946.52,23.45658582,76.54341418
01 May 2019,Jammu and Kashmir,0,2063.14,0,0,0,0,2063.14,2063.14,0,0,0,2063.14,0,2063.14,0,0,100,0
01 May 2019,Jharkhand,0,2.03,2563.71,2563.71,0,0,0.45,0.45,0,0,0,2.03,1.58,2565.74,0,1.58,0.079119474,99.92088053
01 May 2019,Karnataka,49.67,3440.12,2592.96,2592.96,0,0,1005.88,1055.55,675.31,0,0,2764.81,822.23,6033.08,887.03,1709.26,57.02095779,42.97904221
01 May 2019,Kerala,0,733.82,0,6.46,0,6.46,709.02,709.02,0,6.46,0,733.82,11,740.28,13.8,24.8,99.12735722,0.872642784
01 May 2019,Lakshadweep,0,0.07,0,0,0,0,0,0,0,0,0,0.07,0.07,0.07,0,0.07,100,0
01 May 2019,Madhya Pradesh,0.2,1253.32,10597.64,10597.64,0,0,303.36,306.34,0,0,2.78,1253.32,339.39,11850.96,607.59,946.98,10.57568332,89.42431668
01 May 2019,Maharashtra,167.25,3320.03,10568.43,11279.2,710.77,710.77,1090.7,1258.08,1040.81,0,0.13,2279.22,249.08,14599.23,772.06,1021.14,22.74113087,77.25886913
01 May 2019,Manipur,0,39.92,0,0,0,0,39.73,39.73,0,0,0,39.92,0.19,39.92,0,0.19,100,0
01 May 2019,Meghalaya,0,78.75,0,0,0,0,78.75,78.75,0,0,0,78.75,0,78.75,0,0,100,0
01 May 2019,Mizoram,0,7.78,0,0,0,0,7.74,7.74,0,0,0,7.78,0.04,7.78,0,0.04,100,0
01 May 2019,Nagaland,0,6.97,0,0,0,0,6.97,6.97,0,0,0,6.97,0,6.97,0,0,100,0
01 May 2019,Odisha,7.99,678.23,3494.1,3494.1,0,0,609.47,617.46,0,0,0,678.23,41.8,4172.33,18.97,60.77,16.25542563,83.74457437
01 May 2019,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01 May 2019,Puducherry,0,0.26,0,21.97,21.97,21.97,0,0,0,0,0,0.26,0.26,22.23,0,0.26,1.169590643,98.83040936
01 May 2019,Punjab,64.28,846.43,1742.08,1742.08,0,0,627.41,691.69,0,0,0,846.43,152.2,2588.51,2.54,154.74,32.69950667,67.30049333
01 May 2019,Rajasthan,33.46,1931.22,4005.33,4212.49,207.16,207.16,1.41,34.87,687.04,0,0,1244.18,609.27,6143.71,600.04,1209.31,31.43410089,68.56589911
01 May 2019,Sikkim,0,1253.15,0,0,0,0,1253.15,1253.15,0,0,0,1253.15,0,1253.15,0,0,100,0
01 May 2019,Tamil Nadu,61.04,3126.44,5775.12,6009.45,234.33,234.33,175.17,236.21,884.19,0,0,2242.25,367.71,9135.89,1638.33,2006.04,34.22151536,65.77848464
01 May 2019,Telangana,9.92,644.78,4650.16,4650.16,0,0,0,10.97,0,0,1.05,644.78,621.89,5294.94,11.92,633.81,12.17728624,87.82271376
01 May 2019,Tripura,0,3.08,0,637.56,637.56,637.56,2.41,2.41,0,0,0,3.08,0.67,640.64,0,0.67,0.480769231,99.51923077
