Date,State,Bioenergy,Clean_generation,Coal,Fossil_generation,Gas,Gas and Other Fossil,Hydro,"Hydro, Bioenergy and Other Renewables",Nuclear,Other Fossil,Other Renewables,Renewables,Solar,Total Generation,Wind,Wind and Solar,Renewable %,Fossil %
01 October 2020,Andhra Pradesh,15.32,1540.67,3502.3,3741.62,239.32,239.32,636.61,659.01,0,0,7.08,1540.67,511.4,5282.29,370.26,881.66,29.16670611,70.83329389
01 October 2020,Arunachal Pradesh,0,409.32,0,0,0,0,409.2,409.2,0,0,0,409.32,0.12,409.32,0,0.12,100,0
01 October 2020,Assam,0,3.18,260.46,501,240.54,240.54,2.62,2.62,0,0,0,3.18,0.56,504.18,0,0.56,0.630727121,99.36927288
01 October 2020,Bihar,1.66,14.19,2964.27,2964.27,0,0,0,1.66,0,0,0,14.19,12.53,2978.46,0,12.53,0.476420701,99.5235793
01 October 2020,Chandigarh,0,0.29,0,0,0,0,0,0,0,0,0,0.29,0.29,0.29,0,0.29,100,0
01 October 2020,Chhattisgarh,68.47,154.78,11413.21,11413.21,0,0,56.45,124.92,0,0,0,154.78,29.86,11567.99,0,29.86,1.33800254,98.66199746
01 October 2020,Dadra and Nagar Haveli and Daman and Diu,1.23,4.03,0,0,0,0,0,1.23,0,0,0,4.03,2.8,4.03,0,2.8,100,0
01 October 2020,Delhi,0,35.68,0,494.38,494.38,494.38,0,18.36,0,0,18.36,35.68,17.32,530.06,0,17.32,6.731313436,93.26868656
01 October 2020,Goa,0,0.12,0,0,0,0,0,0,0,0,0,0.12,0.12,0.12,0,0.12,100,0
01 October 2020,Gujarat,0.72,1605.16,7876.51,10064.42,2187.91,2187.91,323.69,324.41,324.42,0,0,1280.74,355.86,11669.58,600.47,956.33,13.75507945,86.24492055
01 October 2020,Haryana,20.63,54.66,1169.69,1214.21,44.52,44.52,25.14,45.77,0,0,0,54.66,8.89,1268.87,0,8.89,4.307769906,95.69223009
01 October 2020,Himachal Pradesh,0,2718.08,0,0,0,0,2714.94,2714.94,0,0,0,2718.08,3.14,2718.08,0,3.14,100,0
01 October 2020,India Total,558.98,27899.19,84889.02,89655.52,4760.75,4766.5,14343.77,15064.12,3969.13,5.75,161.37,23930.06,4876.01,117554.71,3989.93,8865.94,23.73294103,76.26705897
01 October 2020,Jammu and Kashmir,0,1103.24,0,0,0,0,1103.24,1103.24,0,0,0,1103.24,0,1103.24,0,0,100,0
01 October 2020,Jharkhand,0,31.45,2415.65,2415.65,0,0,29.7,29.7,0,0,0,31.45,1.75,2447.1,0,1.75,1.28519472,98.71480528
01 October 2020,Karnataka,164.61,3902.57,937.92,937.92,0,0,1408.05,1572.66,672.72,0,0,3229.85,1152.08,4840.49,505.11,1657.19,80.62344928,19.37655072
01 October 2020,Kerala,4.08,826.49,0,0,0,0,777.08,781.16,0,0,0,826.49,31.61,826.49,13.72,45.33,100,0
01 October 2020,Lakshadweep,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0,0.05,100,0
01 October 2020,Madhya Pradesh,0.09,1157.32,11107.35,11107.35,0,0,595.96,599.37,0,0,3.32,1157.32,342.68,12264.67,215.27,557.95,9.436209861,90.56379014
01 October 2020,Maharashtra,96.35,1357.46,9289.63,9822.17,532.54,532.54,400.89,497.24,405.62,0,0,951.84,194.65,11179.63,259.95,454.6,12.14226231,87.85773769
01 October 2020,Manipur,0,77.34,0,0,0,0,76.86,76.86,0,0,0,77.34,0.48,77.34,0,0.48,100,0
01 October 2020,Meghalaya,0,156.69,0,0,0,0,156.69,156.69,0,0,0,156.69,0,156.69,0,0,100,0
01 October 2020,Mizoram,0,29.04,0,0,0,0,29.02,29.02,0,0,0,29.04,0.02,29.04,0,0.02,100,0
01 October 2020,Nagaland,0,37.68,0,0,0,0,37.68,37.68,0,0,0,37.68,0,37.68,0,0,100,0
01 October 2020,Odisha,0,851.99,4874.78,4874.78,0,0,813.72,813.72,0,0,0,851.99,38.27,5726.77,0,38.27,14.87732177,85.12267823
01 October 2020,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01 October 2020,Puducherry,0,0.37,0,21.69,21.69,21.69,0,0,0,0,0,0.37,0.37,22.06,0,0.37,1.67724388,98.32275612
01 October 2020,Punjab,58.82,641.36,982.96,982.96,0,0,460.46,519.28,0,0,0,641.36,122.08,1624.32,0,122.08,39.48483058,60.51516942
01 October 2020,Rajasthan,32.77,1846.09,4115.74,4145.8,30.06,30.06,34.06,66.83,628.63,0,0,1217.46,886.46,5991.89,264.17,1150.63,30.80981126,69.19018874
01 October 2020,Sikkim,0,1167.8,0,0,0,0,1167.8,1167.8,0,0,0,1167.8,0,1167.8,0,0,100,0
01 October 2020,Tamil Nadu,33.07,4576.57,3436.13,3650.33,214.2,214.2,631.32,664.39,1624.59,0,0,2951.98,539.9,8226.9,1747.69,2287.59,55.6293379,44.3706621
01 October 2020,Telangana,12.49,1232.12,3610.01,3610.01,0,0,758.93,777.26,0,0,5.84,1232.12,441.57,4842.13,13.29,454.86,25.44582653,74.55417347
01 October 2020,Tripura,0,0.34,0,590.83,590.83,590.83,0,0,0,0,0,0.34,0.34,591.17,0,0.34,0.057513067,99.94248693
01 October 2020,Uttar Pradesh,48.67,705.78,10436.46,10601.22,164.76,164.76,195.83,244.5,313.15,0,0,392.63,148.13,11307,0,148.13,6.241973998,93.758026
01 October 2020,Uttarakhand,0,1145.48,0,0,0,0,1119.85,1119.85,0,0,0,1145.48,25.63,1145.48,0,25.63,100,0
01 October 2020,West Bengal,0,508.65,6495.95,6495.95,0,0,376.24,503.01,0,0,126.77,508.65,5.64,7004.6,0,5.64,7.261656626,92.73834337
01 November 2020,Andaman and Nicobar,0,3.15,0,20.89,0,20.89,1.74,1.74,0,20.89,0,3.15,1.41,24.04,0,1.41,13.1031614,86.8968386
01 November 2020,Andhra Pradesh,17.66,1128.69,3188.38,3455.14,266.76,266.76,312.54,336.82,0,0,6.62,1128.69,476.96,4583.83,314.91,791.87,24.62329537,75.37670463
01 November 2020,Arunachal Pradesh,0,231.77,0,0,0,0,231.65,231.65,0,0,0,231.77,0.12,231.77,0,0.12,100,0
01 November 2020,Assam,0,32.55,208.99,423.78,214.79,214.79,31.97,31.97,0,0,0,32.55,0.58,456.33,0,0.58,7.132995858,92.86700414
01 November 2020,Bihar,1.66,14.19,2240.86,2240.86,0,0,0,1.66,0,0,0,14.19,12.53,2255.05,0,12.53,0.62925434,99.37074566
01 November 2020,Chandigarh,0,0.29,0,0,0,0,0,0,0,0,0,0.29,0.29,0.29,0,0.29,100,0
01 November 2020,Chhattisgarh,95.81,143.26,11433.82,11433.82,0,0,14.5,110.31,0,0,0,143.26,32.95,11577.08,0,32.95,1.237445021,98.76255498
01 November 2020,Dadra and Nagar Haveli and Daman and Diu,1.16,4.09,0,0,0,0,0,1.16,0,0,0,4.09,2.93,4.09,0,2.93,100,0
01 November 2020,Delhi,0,34.08,0,505.67,505.67,505.67,0,16.76,0,0,16.76,34.08,17.32,539.75,0,17.32,6.314034275,93.68596572
01 November 2020,Goa,0,0.14,0,0,0,0,0,0,0,0,0,0.14,0.14,0.14,0,0.14,100,0
01 November 2020,Gujarat,4.57,1948.64,7190.56,8591.42,1400.86,1400.86,187.88,192.45,307.3,0,0,1641.34,374.32,10540.06,1074.57,1448.89,18.4879403,81.5120597
01 November 2020,Haryana,21.77,50.16,436.21,436.21,0,0,20.96,42.73,0,0,0,50.16,7.43,486.37,0,7.43,10.31313609,89.68686391
01 November 2020,Himachal Pradesh,0,1599.51,0,0,0,0,1595.85,1595.85,0,0,0,1599.51,3.66,1599.51,0,3.66,100,0
01 November 2020,India Total,1741.35,22904.92,78714.7,82535.46,3799.87,3820.76,9273.35,11176.39,3830.99,20.89,161.69,19073.93,4592.33,105440.38,3305.21,7897.54,21.72310077,78.27689923
01 November 2020,Jammu and Kashmir,0,655.38,0,0,0,0,654.18,654.18,0,0,0,655.38,1.2,655.38,0,1.2,100,0
01 November 2020,Jharkhand,0,3.53,2427.63,2427.63,0,0,1.87,1.87,0,0,0,3.53,1.66,2431.16,0,1.66,0.145198177,99.85480182
01 November 2020,Karnataka,474.65,3993.96,1205.78,1205.78,0,0,1163.71,1638.36,595.4,0,0,3398.56,1089.44,5199.74,670.76,1760.2,76.81076362,23.18923638
01 November 2020,Kerala,4.09,576.08,0,0,0,0,537.72,541.81,0,0,0,576.08,27.87,576.08,6.4,34.27,100,0
01 November 2020,Lakshadweep,0,0.04,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0,0.04,100,0
01 November 2020,Madhya Pradesh,6.05,955,11181.42,11181.42,0,0,410.62,420.22,0,0,3.55,955,324.04,12136.42,210.74,534.78,7.868877313,92.13112269
01 November 2020,Maharashtra,591.08,2187.65,9195.15,9684.31,489.16,489.16,353,944.08,625.54,0,0,1562.11,214,11871.96,404.03,618.03,18.42703311,81.57296689
01 November 2020,Manipur,0,75.89,0,0,0,0,74.92,74.92,0,0,0,75.89,0.97,75.89,0,0.97,100,0
01 November 2020,Meghalaya,0,92.09,0,0,0,0,92.09,92.09,0,0,0,92.09,0,92.09,0,0,100,0
01 November 2020,Mizoram,0,28.39,0,0,0,0,28.37,28.37,0,0,0,28.39,0.02,28.39,0,0.02,100,0
01 November 2020,Nagaland,0,20.61,0,0,0,0,20.61,20.61,0,0,0,20.61,0,20.61,0,0,100,0
01 November 2020,Odisha,0,587.46,4296.59,4296.59,0,0,549.19,549.19,0,0,0,587.46,38.27,4884.05,0,38.27,12.02813239,87.97186761
01 November 2020,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01 November 2020,Puducherry,0,0.37,0,19.61,19.61,19.61,0,0,0,0,0,0.37,0.37,19.98,0,0.37,1.851851852,98.14814815
01 November 2020,Punjab,65.25,513.27,316.15,316.15,0,0,369.69,434.96,0,0,0.02,513.27,78.31,829.42,0,78.31,61.88300258,38.11699742
01 November 2020,Rajasthan,36.18,1755.08,4122.65,4158.02,35.37,35.37,60.46,96.64,632.9,0,0,1122.18,762.65,5913.1,262.89,1025.54,29.68121628,70.31878372
01 November 2020,Sikkim,0,546.3,0,0,0,0,546.3,546.3,0,0,0,546.3,0,546.3,0,0,100,0
01 November 2020,Tamil Nadu,16.69,2749.47,3843.43,4039.42,195.99,195.99,590.56,607.25,1357.72,0,0,1391.75,444.85,6788.89,339.65,784.5,40.49955147,59.50044853
01 November 2020,Telangana,13.45,937.94,3573.92,3573.92,0,0,389.92,404.89,0,0,1.52,937.94,511.79,4511.86,21.26,533.05,20.78832233,79.21167767
01 November 2020,Tripura,0,2.03,0,575.62,575.62,575.62,1.54,1.54,0,0,0,2.03,0.49,577.65,0,0.49,0.351423873,99.64857613
01 November 2020,Uttar Pradesh,391.28,922.66,8314.65,8410.69,96.04,96.04,84.64,475.92,312.13,0,0,610.53,134.61,9333.35,0,134.61,9.885625204,90.1143748
01 November 2020,Uttarakhand,0,768.39,0,0,0,0,742.76,742.76,0,0,0,768.39,25.63,768.39,0,25.63,100,0
01 November 2020,West Bengal,0,342.81,5538.51,5538.51,0,0,204.11,337.33,0,0,133.22,342.81,5.48,5881.32,0,5.48,5.828793536,94.17120646
01 December 2020,Andaman and Nicobar,0,2.96,0,5.78,0,5.78,0.99,0.99,0,5.78,0,2.96,1.97,8.74,0,1.97,33.86727689,66.13272311
01 December 2020,Andhra Pradesh,21.74,1202.92,3661.65,3916.48,254.83,254.83,228.39,256.54,0,0,6.41,1202.92,555.55,5119.4,390.83,946.38,23.49728484,76.50271516
01 December 2020,Arunachal Pradesh,0,187.58,0,0,0,0,187.46,187.46,0,0,0,187.58,0.12,187.58,0,0.12,100,0
01 December 2020,Assam,0,29.37,222.81,467.92,245.11,245.11,28.8,28.8,0,0,0,29.37,0.57,497.29,0,0.57,5.906010577,94.09398942
01 December 2020,Bihar,2.14,13.69,2597.04,2597.04,0,0,0,2.14,0,0,0,13.69,11.55,2610.73,0,11.55,0.524374409,99.47562559
01 December 2020,Chandigarh,0,0.29,0,0,0,0,0,0,0,0,0,0.29,0.29,0.29,0,0.29,100,0
01 December 2020,Chhattisgarh,104.02,148.64,12215.63,12215.63,0,0,11.34,115.36,0,0,0,148.64,33.28,12364.27,0,33.28,1.202173683,98.79782632
01 December 2020,Dadra and Nagar Haveli and Daman and Diu,1.21,4.17,0,0,0,0,0,1.21,0,0,0,4.17,2.96,4.17,0,2.96,100,0
01 December 2020,Delhi,0,26.72,0,501.15,501.15,501.15,0,14.51,0,0,14.51,26.72,12.21,527.87,0,12.21,5.06185235,94.93814765
01 December 2020,Goa,0,0.14,0,0,0,0,0,0,0,0,0,0.14,0.14,0.14,0,0.14,100,0
01 December 2020,Gujarat,3.63,2098.14,8047.97,9009.84,961.87,961.87,318.72,322.35,266.81,0,0,1831.33,408.32,11107.98,1100.66,1508.98,18.8885828,81.1114172
01 December 2020,Haryana,38.84,73.44,1273.49,1273.49,0,0,25.26,64.1,0,0,0,73.44,9.34,1346.93,0,9.34,5.45239916,94.54760084
01 December 2020,Himachal Pradesh,0,1484.18,0,0,0,0,1481.12,1481.12,0,0,0,1484.18,3.06,1484.18,0,3.06,100,0
01 December 2020,India Total,2310.6,23794.09,87910.39,91411.03,3492.53,3500.64,8857.22,11335,3894.84,8.11,167.18,19899.25,4748.53,115205.12,3815.72,8564.25,20.65367407,79.34632593
01 December 2020,Jammu and Kashmir,0,677.17,0,0,0,0,675.94,675.94,0,0,0,677.17,1.23,677.17,0,1.23,100,0
01 December 2020,Jharkhand,0,5.49,2296.17,2296.17,0,0,4.13,4.13,0,0,0,5.49,1.36,2301.66,0,1.36,0.2385235,99.7614765
01 December 2020,Karnataka,523.02,3899.1,2037.49,2037.49,0,0,1102.01,1625.03,411.49,0,0,3487.61,1060.68,5936.59,801.9,1862.58,65.67911882,34.32088118
01 December 2020,Kerala,4.02,532.65,0,2.99,0.66,2.99,495.61,499.63,0,2.33,0,532.65,24.99,535.64,8.03,33.02,99.44178926,0.558210739
01 December 2020,Lakshadweep,0,0.03,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0,0.03,100,0
01 December 2020,Madhya Pradesh,19.76,1200.11,10899.5,10899.5,0,0,639.96,663.28,0,0,3.56,1200.11,322.23,12099.61,214.6,536.83,9.918584153,90.08141585
01 December 2020,Maharashtra,762.87,2575.66,9878.7,10377.17,498.47,498.47,451.43,1214.3,779.63,0,0,1796.03,224.35,12952.83,357.38,581.73,19.8849209,80.1150791
01 December 2020,Manipur,0,75.01,0,0,0,0,74.04,74.04,0,0,0,75.01,0.97,75.01,0,0.97,100,0
01 December 2020,Meghalaya,0,73.8,0,0,0,0,73.8,73.8,0,0,0,73.8,0,73.8,0,0,100,0
01 December 2020,Mizoram,0,15.73,0,0,0,0,15.55,15.55,0,0,0,15.73,0.18,15.73,0,0.18,100,0
01 December 2020,Nagaland,0,11.68,0,0,0,0,11.68,11.68,0,0,0,11.68,0,11.68,0,0,100,0
01 December 2020,Odisha,0,336.14,5018.61,5018.61,0,0,291.88,291.88,0,0,0,336.14,44.26,5354.75,0,44.26,6.277417246,93.72258275
01 December 2020,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01 December 2020,Puducherry,0,0.37,0,20.99,20.99,20.99,0,0,0,0,0,0.37,0.37,21.36,0,0.37,1.732209738,98.26779026
01 December 2020,Punjab,101.3,602.64,1341.18,1341.18,0,0,419.78,521.12,0,0,0.04,602.64,81.52,1943.82,0,81.52,31.00287064,68.99712936
01 December 2020,Rajasthan,35.14,2008.71,4447.54,4483.85,36.31,36.31,73.36,108.5,656.1,0,0,1352.61,797.88,6492.56,446.23,1244.11,30.93864362,69.06135638
01 December 2020,Sikkim,0,385.81,0,0,0,0,385.81,385.81,0,0,0,385.81,0,385.81,0,0,100,0
01 December 2020,Tamil Nadu,53.44,2967.81,3580.72,3717.16,136.44,136.44,541.35,594.79,1490.84,0,0,1476.97,403.76,6684.97,478.42,882.18,44.39526281,55.60473719
01 December 2020,Telangana,37.37,730.61,4335.34,4335.34,0,0,85.24,126.95,0,0,4.34,730.61,585.99,5065.95,17.67,603.66,14.42197416,85.57802584
01 December 2020,Tripura,0,2.15,0,580.39,580.39,580.39,1.54,1.54,0,0,0,2.15,0.61,582.54,0,0.61,0.369073368,99.63092663
01 December 2020,Uttar Pradesh,602.1,1137.6,9683.13,9807.1,123.97,123.97,117.48,719.58,289.97,0,0,847.63,128.05,10944.7,0,128.05,10.39407202,89.60592798
01 December 2020,Uttarakhand,0,902.16,0,132.34,132.34,132.34,876.53,876.53,0,0,0,902.16,25.63,1034.5,0,25.63,87.20734654,12.79265346
01 December 2020,West Bengal,0,381.42,6373.42,6373.42,0,0,238.02,376.34,0,0,138.32,381.42,5.08,6754.84,0,5.08,5.646617833,94.35338217
01 January 2021,Andaman and Nicobar,0,2.84,0,5.92,0,5.92,0.72,0.72,0,5.92,0,2.84,2.12,8.76,0,2.12,32.42009132,67.57990868
01 January 2021,Andhra Pradesh,22.08,1248.84,5009.55,5243.12,233.57,233.57,225.5,257.7,0,0,10.12,1248.84,636.57,6491.96,354.57,991.14,19.23671742,80.76328258
01 January 2021,Arunachal Pradesh,0,167.68,0,0,0,0,167.56,167.56,0,0,0,167.68,0.12,167.68,0,0.12,100,0
01 January 2021,Assam,0,34.72,221.84,507.62,285.78,285.78,34.15,34.15,0,0,0,34.72,0.57,542.34,0,0.57,6.401888114,93.59811189
01 January 2021,Bihar,2.14,13.69,3089.78,3089.78,0,0,0,2.14,0,0,0,13.69,11.55,3103.47,0,11.55,0.441119134,99.55888087
01 January 2021,Chandigarh,0,0.17,0,0,0,0,0,0,0,0,0,0.17,0.17,0.17,0,0.17,100,0
01 January 2021,Chhattisgarh,124.82,191.78,12014.48,12014.48,0,0,33.88,158.7,0,0,0,191.78,33.08,12206.26,0,33.08,1.571161027,98.42883897
01 January 2021,Dadra and Nagar Haveli and Daman and Diu,1.1,7.19,0,0,0,0,0,1.1,0,0,0,7.19,6.09,7.19,0,6.09,100,0
01 January 2021,Delhi,0,25.99,0,357.84,357.84,357.84,0,13.78,0,0,13.78,25.99,12.21,383.83,0,12.21,6.771226845,93.22877315
01 January 2021,Goa,0,0.14,0,0,0,0,0,0,0,0,0,0.14,0.14,0.14,0,0.14,100,0
01 January 2021,Gujarat,3.78,2330.01,7542.1,8052.63,510.53,510.53,314.02,317.8,339.98,0,0,1990.03,456.31,10382.64,1215.92,1672.23,22.44140219,77.55859781
01 January 2021,Haryana,38.52,78.08,1965.82,1965.82,0,0,11.88,50.4,0,0,0,78.08,27.68,2043.9,0,27.68,3.820147757,96.17985224
01 January 2021,Himachal Pradesh,0,1302.4,0,0,0,0,1299.62,1299.62,0,0,0,1302.4,2.78,1302.4,0,2.78,100,0
01 January 2021,India Total,2344.03,22688.36,94164.84,97191.82,3016.2,3026.98,8537.61,11046.14,3214.5,10.78,164.5,19473.86,4865.41,119880.18,3562.31,8427.72,18.92586414,81.07413586
01 January 2021,Jammu and Kashmir,0,685.96,0,0,0,0,684.73,684.73,0,0,0,685.96,1.23,685.96,0,1.23,100,0
01 January 2021,Jharkhand,0,7.95,2178.03,2178.03,0,0,6.4,6.4,0,0,0,7.95,1.55,2185.98,0,1.55,0.363681278,99.63631872
01 January 2021,Karnataka,511.83,3681.85,3080.14,3080.14,0,0,994.88,1506.71,555.43,0,0,3126.42,1018.72,6761.99,600.99,1619.71,54.449208,45.550792
01 January 2021,Kerala,4.2,639.16,0,4.86,0,4.86,595.67,599.87,0,4.86,0,639.16,30.87,644.02,8.42,39.29,99.24536505,0.754634949
01 January 2021,Lakshadweep,0,0.03,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0,0.03,100,0
01 January 2021,Madhya Pradesh,20.02,1284.64,11464.79,11464.79,0,0,661.85,684.8,0,0,2.93,1284.64,336.77,12749.43,263.07,599.84,10.0760583,89.9239417
01 January 2021,Maharashtra,758.32,2160.45,10593.18,11061.09,467.91,467.91,559.27,1317.6,408.19,0,0.01,1752.26,224.65,13221.54,210.01,434.66,16.34038092,83.65961908
01 January 2021,Manipur,0,64.55,0,0,0,0,63.58,63.58,0,0,0,64.55,0.97,64.55,0,0.97,100,0
01 January 2021,Meghalaya,0,60.56,0,0,0,0,60.56,60.56,0,0,0,60.56,0,60.56,0,0,100,0
01 January 2021,Mizoram,0,16.21,0,0,0,0,14.77,14.77,0,0,0,16.21,1.44,16.21,0,1.44,100,0
01 January 2021,Nagaland,0,9.99,0,0,0,0,9.99,9.99,0,0,0,9.99,0,9.99,0,0,100,0
01 January 2021,Odisha,2.24,449.77,4662.63,4662.63,0,0,398.77,401.01,0,0,0,449.77,48.76,5112.4,0,48.76,8.797629293,91.20237071
01 January 2021,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01 January 2021,Puducherry,0,1.02,0,17.57,17.57,17.57,0,0,0,0,0,1.02,1.02,18.59,0,1.02,5.486820871,94.51317913
01 January 2021,Punjab,95.68,502.04,1802.95,1802.95,0,0,332.26,427.94,0,0,0,502.04,74.1,2304.99,0,74.1,21.78057172,78.21942828
01 January 2021,Rajasthan,37.9,1844.59,4483.8,4517.93,34.13,34.13,61.33,99.23,566.42,0,0,1278.17,801.05,6362.52,377.89,1178.94,28.99150022,71.00849978
01 January 2021,Sikkim,0,308.97,0,0,0,0,308.97,308.97,0,0,0,308.97,0,308.97,0,0,100,0
01 January 2021,Tamil Nadu,76.44,2702.23,4312.37,4444.93,132.56,132.56,408.18,484.62,1263.75,0,0,1438.48,437.49,7147.16,516.37,953.86,37.80844419,62.19155581
01 January 2021,Telangana,33.56,781.66,4270.24,4270.24,0,0,189.37,227.38,0,0,4.45,781.66,539.21,5051.9,15.07,554.28,15.47259447,84.52740553
01 January 2021,Tripura,0,2.21,0,645.8,645.8,645.8,1.67,1.67,0,0,0,2.21,0.54,648.01,0,0.54,0.34104412,99.65895588
01 January 2021,Uttar Pradesh,595.82,955.91,10548.31,10661.8,113.49,113.49,146.31,742.13,80.73,0,0,875.18,133.05,11617.71,0,133.05,8.228041499,91.7719585
01 January 2021,Uttarakhand,15.58,772.58,0,217.02,217.02,217.02,739.9,755.48,0,0,0,772.58,17.1,989.6,0,17.1,78.06992724,21.93007276
01 January 2021,West Bengal,0,352.5,6924.83,6924.83,0,0,211.82,345.03,0,0,133.21,352.5,7.47,7277.33,0,7.47,4.843809474,95.15619053
01 February 2021,Andaman and Nicobar,0,2.6,0,6.37,0,6.37,0.73,0.73,0,6.37,0,2.6,1.87,8.97,0,1.87,28.98550725,71.01449275
01 February 2021,Andhra Pradesh,22.44,1336.62,4933.36,5157.32,223.96,223.96,249.25,281.2,0,0,9.51,1336.62,689.28,6493.94,366.14,1055.42,20.58257391,79.41742609
01 February 2021,Arunachal Pradesh,0,125.55,0,0,0,0,125.4,125.4,0,0,0,125.55,0.15,125.55,0,0.15,100,0
01 February 2021,Assam,0,27.28,218.16,474.56,256.4,256.4,23.3,23.3,0,0,0,27.28,3.98,501.84,0,3.98,5.435995536,94.56400446
01 February 2021,Bihar,2.14,13.69,3185.79,3185.79,0,0,0,2.14,0,0,0,13.69,11.55,3199.48,0,11.55,0.427882031,99.57211797
01 February 2021,Chandigarh,0,1.71,0,0,0,0,0,0,0,0,0,1.71,1.71,1.71,0,1.71,100,0
01 February 2021,Chhattisgarh,125.13,190.55,10831.5,10831.5,0,0,30.47,155.6,0,0,0,190.55,34.95,11022.05,0,34.95,1.728807255,98.27119275
01 February 2021,Dadra and Nagar Haveli and Daman and Diu,1.1,7.82,0,0,0,0,0,1.1,0,0,0,7.82,6.72,7.82,0,6.72,100,0
01 February 2021,Delhi,0,33.69,0,354.9,354.9,354.9,0,21.95,0,0,21.95,33.69,11.74,388.59,0,11.74,8.669806222,91.33019378
01 February 2021,Goa,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0.1,100,0
01 February 2021,Gujarat,3.08,1830.28,6982.03,7644.77,662.74,662.74,341.89,344.97,304.8,0,0,1525.48,438.28,9475.05,742.23,1180.51,19.31683738,80.68316262
01 February 2021,Haryana,35.52,76.46,1740.25,1838.32,98.07,98.07,6.16,41.68,0,0,0,76.46,34.78,1914.78,0,34.78,3.993148038,96.00685196
01 February 2021,Himachal Pradesh,0,1176.47,0,0,0,0,1173.69,1173.69,0,0,0,1176.47,2.78,1176.47,0,2.78,100,0
01 February 2021,India Total,2116.77,21071.28,88161.89,91299.26,3130.36,3137.37,7781.43,10057.84,2704.82,7.01,159.64,18366.46,5435.79,112370.54,2872.83,8308.62,18.75160518,81.24839482
01 February 2021,Jammu and Kashmir,0,668.16,0,0,0,0,666.93,666.93,0,0,0,668.16,1.23,668.16,0,1.23,100,0
01 February 2021,Jharkhand,0,12.28,2235.8,2235.8,0,0,10.66,10.66,0,0,0,12.28,1.62,2248.08,0,1.62,0.546243906,99.45375609
01 February 2021,Karnataka,407.58,3646.55,2990.82,2990.82,0,0,954.4,1361.98,614.33,0,0,3032.22,1141.88,6637.37,528.36,1670.24,54.93968243,45.06031757
01 February 2021,Kerala,2.58,659.84,0,0.64,0,0.64,637.35,639.93,0,0.64,0,659.84,14.04,660.48,5.87,19.91,99.90310078,0.096899225
01 February 2021,Lakshadweep,0,0.03,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0,0.03,100,0
01 February 2021,Madhya Pradesh,17.25,1032.43,10073.15,10073.15,0,0,446.03,466.47,0,0,3.19,1032.43,376.15,11105.58,189.81,565.96,9.296497797,90.7035022
01 February 2021,Maharashtra,657.43,2081.32,9737.94,10285.52,547.58,547.58,520.3,1177.73,368.98,0,0,1712.34,235.71,12366.84,298.9,534.61,16.82984497,83.17015503
01 February 2021,Manipur,0,33.35,0,0,0,0,32.93,32.93,0,0,0,33.35,0.42,33.35,0,0.42,100,0
01 February 2021,Meghalaya,0,51.29,0,0,0,0,51.29,51.29,0,0,0,51.29,0,51.29,0,0,100,0
01 February 2021,Mizoram,0,12.13,0,0,0,0,11.7,11.7,0,0,0,12.13,0.43,12.13,0,0.43,100,0
01 February 2021,Nagaland,0,10.36,0,0,0,0,10.36,10.36,0,0,0,10.36,0,10.36,0,0,100,0
01 February 2021,Odisha,6.36,474.92,4478.88,4478.88,0,0,422.35,428.71,0,0,0,474.92,46.21,4953.8,0,46.21,9.58698373,90.41301627
01 February 2021,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01 February 2021,Puducherry,0,1.02,0,11.44,11.44,11.44,0,0,0,0,0,1.02,1.02,12.46,0,1.02,8.186195827,91.81380417
01 February 2021,Punjab,100.75,499.32,1743.96,1743.96,0,0,293.3,394.08,0,0,0.03,499.32,105.24,2243.28,0,105.24,22.25847866,77.74152134
01 February 2021,Rajasthan,32.85,1603.1,4256.29,4311.69,55.4,55.4,65.64,98.49,400.08,0,0,1203.02,867.5,5914.79,237.03,1104.53,27.10324458,72.89675542
01 February 2021,Sikkim,0,234.12,0,0,0,0,234.12,234.12,0,0,0,234.12,0,234.12,0,0,100,0
01 February 2021,Tamil Nadu,103.47,2306.79,4621.8,4727.33,105.53,105.53,328.94,432.41,797.82,0,0,1508.97,586.64,7034.12,489.92,1076.56,32.7942941,67.2057059
01 February 2021,Telangana,22.66,820.59,4056.81,4056.81,0,0,204.76,234.64,0,0,7.22,820.59,571.38,4877.4,14.57,585.95,16.82433264,83.17566736
01 February 2021,Tripura,0,1.91,0,588.7,588.7,588.7,1.44,1.44,0,0,0,1.91,0.47,590.61,0,0.47,0.323394457,99.67660554
01 February 2021,Uttar Pradesh,556.17,1111.97,9611.66,9644,32.34,32.34,122.19,678.36,218.81,0,0,893.16,214.8,10755.97,0,214.8,10.33816569,89.66183431
